QUEST_LV_0400_20161212_000001	Kedoran Alliance Merchant Alta	케도라 상단원 알타
QUEST_LV_0400_20161212_000731	{nl}Aku di sini atas perintah dari General Lhamin yang saat ini sedang membangun kembali kerajaan.{nl}Untuk menemukan Taniel the Second's Royal Mausoleum yang menurut informasi berada di Syla Forest.	{nl}왕실을 재건하려는 라민 대장군의 명령으로 이곳에 와 있는 것입니다.{nl}실라 숲에 숨겨져 있다는 타니엘 2세의 왕릉을 찾기 위해서지요.
QUEST_LV_0400_20161212_000732	{nl}Marcus adalah seorang officer yang bertugas melindungiku, tapi saat ini dia terluka.{nl}Maukah kamu menolongku menyelesaikan tugas ini?	{nl}여기 마르커스님은 저를 호위하시는 임무를 맡은 장교님이시지만 부상을 입으셨습니다.{nl}그러니, 계시자님께서 제가 명령을 완수할 수 있도록 도와주실 수 있을까요?
QUEST_LV_0400_20161212_000733	Terima kasih.{nl}Kami diserang Kugheri setengah demons.	감사합니다.{nl}저희를 습격해 온 것은 마족의 사주를 받은 쿠게리 부족이었습니다.
QUEST_LV_0400_20161212_000734	Kami tahu mereka tidak suka pada manusia, tapi kami juga tidak tahu mereka akan menyerang dalam jumlah yang sangat banyak.{nl}Mereka pasti sudah bersekutu dengan demons.	{nl}평소 인간을 좋아하지는 않긴 했지만 이렇게 계획적으로 습격해 올 줄은 몰랐습니다.{nl}분명 마족과의 은밀한 동맹을 맺은 것이 분명합니다.
QUEST_LV_0400_20161212_000735	{nl}Mereka mudah ditemukan di sekitar kita.{nl}Setidaknya kurangilah jumlah mereka.	{nl}그들이 계속 저희를 수색하고 있을 것입니다.{nl}계시자님께서 부디 쿠게리 부족의 수를 줄여 주시기 바랍니다.
QUEST_LV_0400_20161212_000736	General Lhamin mencoba membangun kembali kerajaan.{nl}Dia berharap segala sesuatu bisa berfungsi dengan baik.	라민 대장군께서는 왕실의 재건을 가장 큰 목표로 삼고 움직이고 계십니다.{nl}가능한 한 모든 것을 동원하고자 하시지요.
QUEST_LV_0400_20161212_000737	{nl}dia menemukan sebuah legenda yang telah diwariskan oleh bangsawan.	{nl}그러던 중 왕실에 전해내려 오는 전승 하나를 주목하셨습니다.
QUEST_LV_0400_20161212_000738	{nl}Dikatakan bahwa Taniel the Second telah menciptakan Royal Mausoleum lainnya.{nl} Dikatakan bahwa banyak informasi yang disimpan di sana untuk mempersiapkan sejenis malapetaka.	{nl}과거 타니엘 2세께서는 또 다른 왕릉을 건설하셨다고 합니다.{nl}왕가에 전해져야 할 유지와 당대의 수많은 지식들이 훗날의 환란에 대비해 보관되었다고 하지요.
QUEST_LV_0400_20161212_000739	{nl}The General yakin bahwa informasi yang tersimpan di sana sangatlah berguna.	{nl}대장군께서는 숨겨진 지식들이 왕실을 재건하는 데에 큰 도움이 되리라 굳게 믿고 계십니다.
QUEST_LV_0400_20161212_000740	{nl}Dikatakan bahwa kamu harus menjadi seorang keturunan bangsawan untuk bisa menemukan pintu masuk ke Royal Mausoleum.{nl}Itu sebabnya aku telah dengan hormat dipilih sebagai kerabat jauh bangsawan.	{nl}숨겨진 왕릉의 입구를 찾기 위해서는 왕가의 핏줄이어야 한다고 전해집니다.{nl}그래서 영광스럽게도 왕가의 먼 친척인 제가 중책을 맡게 되었지요.
QUEST_LV_0400_20161212_000741	{nl}Namun aku belum memikirkan jika demon mencari Royal Mausoleum juga.	{nl}하지만 마족들 역시 두 번째 왕릉을 노리고 있으리라고는 생각 못했습니다.
QUEST_LV_0400_20161212_000742	{nl}Ada dua demons, tapi menurut informasi salah satunya berada di Emmet Forest.{nl}Satu lainnya mengikuti kita kemari.	{nl}본래 마족은 둘이었지만 제가 거짓 정보를 흘려 한 명을 에메트 숲에서 헤매게 만들었습니다.{nl}그러나 남은 하나는 제 꾀에 넘어가지 않고 나름대로 단서를 가진 채 여기까지 쫓아왔습니다.
QUEST_LV_0400_20161212_000743	{nl}Jika kami tidak bertemu kamu di sini, kami tidak dapat melanjutkan misi ini.	{nl}여기서 계시자님을 만나지 못했더라면 마족의 방해에 부딪혀 임무를 진행하지 못했을지도 모릅니다.
QUEST_LV_0400_20161212_000744	Tolong hadapi Kugheri Zeuni dan Kugheri Zabbi.	저희의 뒤를 쫓고 있을 쿠게리 저이니와 쿠게리 자비들을 물리쳐 주시기 바랍니다.
QUEST_LV_0400_20161212_000745	Terima kasih.{nl}Kami belum bisa tenang jika belum berhadapan langsung dengan mereka.	감사합니다.{nl}하지만 그들 뒤의 마족을 처단하지 않고서는 안심할 수 없겠지요.
QUEST_LV_0400_20161212_000746	Kamu punya sesuatu untuk kami?	제게 전해주실 것이 있다고요?
QUEST_LV_0400_20161212_000747	{nl}...{nl}Itu adalah orders of the demon!	{nl}..{nl}이것은 마족의 명령서입니다!
QUEST_LV_0400_20161212_000748	{nl}Entah bagaimana Kugheri bisa membacanya.{nl}aku telah  mempelajari bahasa mereka, Coba kulihat dan mungkin bisa melakukan sesuatu setelah ini.{nl}	{nl}쿠게리들이 이것을 어떻게 읽을 수 있는지 모르겠군요.{nl}어쨌든 저도 마족들의 언어를 공부한 적이 있으니 내용을 해석해 보도록 하겠습니다.{nl}
QUEST_LV_0400_20161212_000749	Aku tidak mampu menguraikannya.{nl}Aku yakin masih banyak orders lainnya...	제 능력으로는 가져다 주신 명령서를 올바르게 해석할 수 없었습니다.{nl}틀림 없이 다른 명령서가 있을 텐데..
QUEST_LV_0400_20161212_000750	{nl}Mungkin aku akan bisa memahaminya jika mampu membandingkan dan membedakan huruf.{nl}Maaf, tapi bisakah kamu membawakan demon's orders yang lain?	{nl}그것들을 모아 비교해가며 해석하다 보면 어느 정도 마족의 의도를 짐작할 수 있을 것 같네요.{nl}수고스러우시겠지만 명령서를 좀 더 모아 주실 수 있을까요?
QUEST_LV_0400_20161212_000751	Terima kasih. Katamu ini kamu dapat dari Kugheri Zabbi?{nl}Tolong bawakan lagi beberapa dari Kugheri Zabbi di jalan menuju Stabhas Lot.	감사합니다. 분명 쿠게리 자비로부터 얻으셨다고 했지요?{nl}스타바스 공터로 가는 길목의 쿠게리 자비들을 사냥하고 명령서들을 모아다 주세요.
QUEST_LV_0400_20161212_000752	Kugheri Zabbi pasti memiliki banyak orders.{nl}Aku mungkin bisa menterjemahkannya jika banyak referensi.	쿠게리 자비들에게 다른 명령서가 있을 것입니다.{nl}여러 장의 명령서라면 저도 해석할 수 있는 부분이 있겠지요.
QUEST_LV_0400_20161212_000753	Terima kasih.{nl}Aku akan coba mengambarkan apa yang direncanakan para demon.	감사합니다.{nl}모아주신 문서들을 토대로 마족이 무얼 꾸미는지 알아내겠습니다.
QUEST_LV_0400_20161212_000754	Aku sudah melihat semua bahan yang kamu bawa.{nl}Mulai darimana...	모아 주신 명령서는 다 보았습니다.{nl}일단 설명을 좀 드리자면..
QUEST_LV_0400_20161212_000755	{nl}Konon demon yang pergi ke Royal Mausoleum disebut Vhalterris.{nl}Tak seperti yang biasanya, mereka mengejar kami dengan cerdas	{nl}왕릉을 노리는 마족의 이름은 발테리스라고 합니다.{nl}동료와는 달리 영리한 자로 나름대로 단서를 가지고 왕릉을 추적하던 중 저희와 마주쳤지요.
QUEST_LV_0400_20161212_000756	{nl}Marcus membuat kita berdua bisa melarikan diri, namun...{nl}Kami kehilangan peti yang berkaitan dengan rahasia Royal Mausoleum	{nl}여기 마르커스님의 활약으로 둘 다 도망칠 수 있었습니다만..{nl}왕릉의 비밀과 관계된 상자를 빼앗기고 말았습니다.
QUEST_LV_0400_20161212_000757	{nl}Menurut perintah tersebut, tampaknya dia belum mengetahui rahasia yang tersembunyi didalamnya	{nl}명령서의 내용으로 미루어 짐작해보면 그는 아직 그 상자의 비밀을 파헤치지 못한 듯 싶군요.
QUEST_LV_0400_20161212_000758	{nl}Revelator.{nl}Aku tahu ini permintaan yang sulit, namun bersediakah kau mengambil chest itu untukku?	{nl}계시자님.{nl}어려운 부탁인 줄은 압니다만 발테라스를 물리치고 그 상자를 되찾아 주실 수 있을까요?
QUEST_LV_0400_20161212_000759	Terimakasih.{nl}Tampaknya ia berada disekitar Apeighos Altar karena ia tak dapat mengetahui rahasia tersebut	감사합니다.{nl}그는 지금 아페이고스 제단에서 실마리를 풀지 못해 헤매는 중인 것 같습니다.
QUEST_LV_0400_20161212_000760	Ambillah chest setelah menghabisi Vhalterris	발테리스를 물리치고 그가 빼앗아 간 왕가의 상자를 되찾아 주세요.
QUEST_LV_0400_20161212_000761	Terimakasih.{nl}Kini kami bisa mengambil kembali peti dan menghapuskan demon pada waktu yang sama, semua berkat kamu!	감사합니다.{nl}계시자님 덕에 방해하는 자도 사라지고 단서도 되찾았습니다!
QUEST_LV_0400_20161212_000762	Kini kita bisa berkonsentrasi pada entrance.{nl}Namun, ada satu hal yang harus kuberitahu padamu.	이제 방해가 되던 것들도 사라졌으니 왕릉 입구 찾기에만 집중할 수 있겠네요.{nl}그 전에 한 가지 말씀 드리지 않은 것이 있습니다.
QUEST_LV_0400_20161212_000763	{nl}Kita hanya bisa menemukan entrance bila berhasil memecahkan beberapa puzzle.{nl}Peti yang kau bawa merupakan kunci awal dari puzzle tersebut	{nl}왕릉의 입구를 찾는 것은 여러 가지 수수께끼들을 풀어야만 가능합니다.{nl}찾아다 주신 왕가의 상자가 그 수수께끼들의 시작입니다.
QUEST_LV_0400_20161212_000764	{nl}Petunjuk penting berada dalam peti yang kau peroleh, namun takkan mudah membukanya.{nl}Kita harus memelajari cara membukanya dengan lima warna kunci ini.	{nl}왕가의 상자에는 왕릉의 입구를 찾을 중요한 단서가 담겨 있지만, 그냥 열리지는 않습니다. {nl}여기 이 자물쇠의 다섯 색을 조합하는 방법을 알아야 하지요.
QUEST_LV_0400_20161212_000765	{nl}Menurut legenda, ada lima pohon yang berada dekat pintu tersembunyi Royal Mausoleum, dan pintu tersebut mewakili warna yang berbeda{nl}Aku tak dapat meninggalkan Marcus, maukah kau menyelidiki pohon tersebut?	{nl}전승에 따르면 왕릉의 입구가 숨겨진 곳에 다섯 그루의 나무가 있고, 그 나무들이 색을 알려준다고 합니다.{nl}저는 아직 마르커스님을 두고 움직일 수 없으니, 계시자님께서 다섯 나무들을 조사해 주실 수 있을까요?
QUEST_LV_0400_20161212_000766	Ini, bawalah ukiran dan peta.{nl}Ukiran ini adalah Royal Seal yang memiliki magic didalamnya	이 문장이 그려진 동판과 지도를 받으세요.{nl}이것은 왕실의 문장이 그려진 동판으로 마법이 걸려 있다고 합니다.
QUEST_LV_0400_20161212_000767	{nl}Konon ini adalah bagian dari box dan akan bereaksi dengan pohon disana	{nl}본래 상자와 한 짝으로 왕실에서 이곳에 심은 마법 걸린 나무에 반응한다고 합니다.
QUEST_LV_0400_20161212_000768	{nl}Map ini seharusnya memiliki lokasi pohon ditunjukkan dengan tanda{nl}Pergilah ke tiap pohon yang ditandai di peta dan lihat warna apa yang bereaksi	{nl}또한 지도에는 마법 걸린 나무가 위치한 장소가 표시되어 있습니다.{nl}지도를 참고하셔서 각 나무를 찾아가 문장을 반응시키고 색과 관련된 힌트를 찾아 주세요.
QUEST_LV_0400_20161212_000769	Pergilah ke pohon yang ditandai dengan peta dan gunakan Royal Seal untuk melihat reaksi tiap pohon	지도를 참고하셔서 마법 걸린 나무들을 찾으시고 문장을 사용해 반응을 지켜보세요.
QUEST_LV_0400_20161212_000770	Aku mengirim Marcus kembali ke Fedimian hingga ia cukup pulih untuk bepergian sendiri. {nl} bagaimana dengan investigasinya?	마르커스님은 어느 정도 회복되셨기에 페디미안으로 보내 드렸습니다.{nl}마법 걸린 나무 쪽은 어떻게 되었나요?
QUEST_LV_0400_20161212_000771	{nl}Merah... Dan Biru...	{nl}빨강과.. 파랑..
QUEST_LV_0400_20161212_000772	{nl}Ah...!	{nl}아하..!
QUEST_LV_0400_20161212_000773	{nl}Tentu saja!!	{nl}그렇군요!
QUEST_LV_0400_20161212_000774	{nl}Sepertinya kini aku tahu cara membukanya	{nl}어떻게 열면 되는지 알 것 같습니다!
QUEST_LV_0400_20161212_000775	Peti telah terbuka!	상자가 열렸습니다!
QUEST_LV_0400_20161212_000776	{nl}Mari kita lihat, ada batu tulis…	{nl}여기 보니까..석판이 있네요.
QUEST_LV_0400_20161212_000777	{nl}Mari kita baca.{nl}Hmm...	{nl}읽어 볼게요.{nl}음..
QUEST_LV_0400_20161212_000778	Perhatikan waktu dimana kau menemui paduka Raja.{nl}Sang Guardian akan tiba disaat sang Raja melihat cahaya terakhirmu.	{nl}왕을 알현한 지금의 시간을 움켜쥐어라.{nl}그대의 마지막 빛을 왕께서도 바라볼 때 문지기는 모습을 드러내리다.
QUEST_LV_0400_20161212_000779	{nl}Ah... Teka-teki lagi.{nl}Kita harus pergi ke Lykhas Crossroad karena pernah tertulis dalam catatan dan lihatlah apa yang bisa kau temukan	{nl}아..이것도 또한 하나의 수수께끼 같습니다.{nl}우선 석판에 기록된 장소인 라이카스 교차로로 같이 가서 조사해보는 것이 좋을 것 같군요.
QUEST_LV_0400_20161212_000780	Ada tulisan lainnya pada batu tulis...{nl}Namun tampaknya butuh darah keturunan bangsawan agar bisa dibaca	석판에 내용이 좀 더 있었는데..{nl}아무래도 왕가의 문장에 왕족의 피를 묻혀야 하나 봅니다.
QUEST_LV_0400_20161212_000781	{nl}Oleh karena itu mungkin dibuthkan keturunan bangsawan untuk menemukan gerbang tersebut	{nl}왕릉 입구를 찾는 데는 왕가의 혈족이어야 한다는 조건이 이런 거였네요.
QUEST_LV_0400_20161212_000782	{nl}Namun, segelnya tampaknya cukup rusak karena telah beberapa generasi waktu yang berlalu.{nl}Nampaknya semua magicnya telah habis dikonsumsi saat kau menyelidiki pohon	{nl}하지만 문장이 몇 백 년을 내려온 것이다 보니 온전치 않네요.{nl}아까 계시자님께서 마법 걸린 나무들을 조사하실 때 그 마력을 다 소모한 듯 합니다.
QUEST_LV_0400_20161212_000783	{nl}Kita harus cari cara untuk mengisi ulang segel tersebut	{nl}마력을 다시 충전할 방법을 찾아야겠어요.
QUEST_LV_0400_20161212_000784	Sekarang yang tersisa adalah menemukan entrance Royal Mausoleum karena kita telah menemui guardian.{nl}Mohon tetaplah disini sebentar lagi	문지기까지 모습을 드러냈으니 이제 남은 것은 왕릉의 입구 뿐입니다.{nl}조금만 더 도와주세요.
QUEST_LV_0400_20161212_000785	Aku tak tahu banyak tentang bagaimana caranya bekerja, namun aku rasa mengesankan mereka bisa membuat segel seperti ini ratusan tahun yang lalu	모르긴 몰라도 벌써 몇 백 년도 전에 이런 복잡한 봉인을 하다니 대단하다는 생각만 드네요.
QUEST_LV_0400_20161212_000786	aku dapat menyelesaikan perintah General Lhamin berkat kamu.{nl}Terima Kasih	계시자님 덕분에 라민 대장군이 내려주신 임무를 완수할 수 있었습니다.{nl}감사합니다.
QUEST_LV_0400_20161212_000787	Kita harus kembali menyegel Royal Mausoleum untuk mencegah jatuhnya ke tangan yang salah	이 왕릉이 엉뚱한 자의 손에 악용되는 것을 막으려면 다시 봉인할 필요가 있겠군요.
QUEST_LV_0400_20161212_000788	Aku tak ada ide bagaimana untuk mengisi ulang magicnya sih...{nl}Ada saran?	그런데 어떻게 마력을 채우면 좋을지 모르겠네요.{nl}계시자님께서는 혹시 좋은 생각이 있으신가요?
QUEST_LV_0400_20161212_000789	Akankah berhasil? {nl}Aku pikir tampaknya ini bukan pertama kalinya kau melakukan ini…	그런 방법이 가능한가요?{nl}어째 많이 해보신 듯한 느낌이군요.
QUEST_LV_0400_20161212_000790	{nl}Baiklah, Mari kita coba ide darimu.{nl}Mengisi segel dengan Kugheri Tribe Souls.	{nl}그럼 말씀하신 대로 쿠게리 부족의 영혼을 문장에 채워주세요.{nl}부탁 드리겠습니다.
QUEST_LV_0400_20161212_000791	Mengisi segel dengan Kugheri Tribe souls.	쿠게리 부족을 처치하고 그 영혼을 문장에 담아 주세요.
QUEST_LV_0400_20161212_000792	Bagaimanapun juga, kita tidak bisa pergi ke dalam Royal Mausoleum seperti ini.{nl}Kita perlu untuk melaporkan kembali kepada ketua dan mendapatkan seorang pengintai yang tepat disini.	하지만 이대로 왕릉에 들어갈 수는 없습니다.{nl}우선 대장군께 보고를 드리고 제대로 된 조사대를 꾸려서 와야 할 것 같아요.
QUEST_LV_0400_20161212_000793	{nl}Meninggalkan pintu masuk terbuka seperti ini tidak bisa dibiarkan...{nl}Kita harus mensegel pintu ini sekarang karena sekarang kita sudah mengetahui dimana letak lokasi itu sebenarnya.	{nl}하지만 입구를 이렇게 방치할 수도 없으니..{nl}일단 정확한 위치를 알았으니 입구를 다시 봉인해 놔야 겠어요.
QUEST_LV_0400_20161212_000794	{nl}Dapatkah kamu membantuku?	{nl}계시자님께서 조금 더 도와주실 수 있을까요?
QUEST_LV_0400_20161212_000795	Kita tidak akan menggunakan Royal Seal untuk mensegel pintu masuk...{nl}Apalagi beresiko dihancurkan...	왕가의 문장은 입구를 닫는 데에는 사용이 안될 겁니다.{nl}부서질 염려도 있고..
QUEST_LV_0400_20161212_000796	{nl}Kita akan menemukan sesuatu untuk menggantikannya.	{nl}문장을 대신할 만한 마력을 지닌 물건이 필요할 것 같아요.
QUEST_LV_0400_20161212_000797	Kugheri Numani membawa Staff yang dihiasi dengan lonceng dimana akan digunakan untuk ritual mereka,{nl}Aku yakin bahwa lonceng-lonceng itu memiliki kekuatan yang memungkinkan mereka dalam memakai kekuatan Magic yang mereka miliki.	{nl}근처의 쿠게리 누마니들은 주술에 쓰이는 방울 달린 지팡이를 들고 다닙니다.{nl}분명 방울들에는 주술에서 사용되는 기운이 담겨있을 거라 생각합니다.
