QUEST_20150317_000001	Pilih user untuk memodifikasi quest.	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20160218_003042	Saya percaya peran Psychokinos menjadi sangat penting sekarang ini ketika dunia berada dalam malapetaka.{nl}Kami harus mengawasi para cleric yang sekarang kehilangan para Goddess , kami harus mengendalikan dan mengalahkan para monster yang berkeliaran dan bertanggung jawab akan semuanya.{nl}	세계에 재앙이 덮친 지금 사이코키노들의 역할은 더욱 더 중요해졌다고 생각한다.{nl}여신을 잃고 갈피를 못 잡고 있는 성직자들을 보살펴주고 세계에 출몰한 몬스터를 정신지배하거나 퇴치하는 등 모든 일에 나서야 한다고 말이다.{nl}
QUEST_20160218_003043	Kami mencoba sebisa mungkin namun sulit untuk mengatakan apakah tugas yang sebelumnya dilakukan oleh para Goddess  bisa berangsur-angsur berkurang.{nl}	나아가 어쩌면 과거에 여신께서 맡으셨던 중대한 책무를 그 어깨에서 덜어드리는 일도 가능할지도 모른다.{nl}
QUEST_20160218_003044	Seandainya jika kamu menemukan perpustakaan fantastis yang legendaris, membantu para goddsess didalamnya atau, bahkan mereka tidak ada disana, memulihkan dan mempertahankannya merupakan tugas yang sangat besar…	예를 들어 전설의 환상 도서관을 찾아낸다면, 그 안에 계신 여신들을 돕거나 혹은 그곳마저 여신께서 부재하신다면 그것을 회복하고 유지하는 일이 중대한 사명이 될 수 있다..
QUEST_20160218_003045	Wizards merupakan magician yang paling berdedikasi terhadap fundamental magic.{nl}Bukankah kembali ke dasar merupakan cara terbaik untuk memulai eksplorasi jenis magic yang lebih kuat?	위저드는 모든 마법의 기본에 가장 충실한 마법사예요.{nl}더 강한 마법을 탐구하려면 역시 기본으로 돌아오는 게 제일 아니겠어요?
QUEST_20160218_003046	Menggunakan mantra untuk mengeluarkan kekuatan Magic merupakan hal umum.{nl}Tapi jangan hanya bergantung pada satu jenis Magic,{nl}kamu harus belajar bagaimana berhamonisasi dengan berbagai kemampuan Magic lainnya.	강한 마력이 강한 마법을 쓸 수 있게 하는 건 기본이지요.{nl}하지만 하나의 마법에만 의지하지 말고 다른 마법과의 연계를 잘 구상해야 해요.
QUEST_20160218_003047	Para pendatang yang mengunjungi Orsha merasa tidak nyaman saat melihat akar pohon yang mengelilingi dinding Orsha.{nl}Mereka ingin membakarnya tetapi takut bila Orsha ikut terbakar bersamanya.	오르샤로 온 이주민들이 성벽에 엮인 나무 뿌리를 보고 불안해하고 있어.{nl}생각 같아선 전부 불태워 버리고 싶지만 그랬다간 오르샤가 완전히 불타버릴거야.
QUEST_20160218_003048	Magic Api kami yang membuat Pyromancer menjadi spesial.{nl}Namun, jika kamu bermain dengan api yang tidak bisa kamu kendalikan, maka kamu hanyalah seorang pyromaniac.{nl}	파이로맨서의 마법은 아주 화끈한 게 매력이야.{nl}하지만 자기가 조절 못할 불만 지른다면 방화광이나 다름 없지.{nl}
QUEST_20160218_003049	Mengendalikan situasi buruk yang terjadi adalah tugas Cryomancers.{nl}ketenangan kami yang dingin adalah sumber utama kekuatan magic kami.	불리한 상황도 유리하게 바꿀 수 있는 게 바로 크리오맨서입니다.{nl}차가운 평정심만이 마력의 원동력이지요.
QUEST_20160218_003050	Cryomancers harus tetap dingin dan bijaksana setiap saat.{nl}Kesombongan, kecerobohan dan kemalasan dapat mengakhiri hidupmu.	크리오맨서는 항상 냉정하고도 신중해야 합니다.{nl}자만, 방심, 나태함 같은 것들이 여신의 품으로 가는 지름길이지요.
QUEST_20160218_003051	Ada begitu banyak orang di Orsha sekarang, Kamu tidak bisa membedakan yang mana pendatang dan mana pengungsi.{nl}Aku ingin tahu apakah ini tidak terlalu banyak untuk ditangain oleh penguasa kita…	지금 오르샤에는 이주민인지 난민인지 구분도 안 갈 정도로 사람들이 몰려들고 있지.{nl}영주님께서 무리하고 계신 건 아닌지..
QUEST_20160218_003052	Jenis magic Psychokinos berbeda bila dibandingkan dengan jenis magic lainnya.{nl}Percaya pada kemampuan diri dan memiliki rasa percaya diri tanpa terbatas.{nl}Ini adalah sumber kekuatan magic dari Psychokinos.	사이코키노의 마법은 다른 계열의 마법들과는 달라.{nl}자신을 믿는 힘. 끝없는 자신감. 이게 바로 사이코키노가 가진 힘의 원동력이지.
QUEST_20160218_003053	Bahkan setelah Medzio Diena kami disibukkan dengan menangani berbagai macam masalah.{nl}Dan mungkin kita akan menghadapi masalah yang paling penting dari itu semua.	신수의 날 이후로도 크고 작은 문제들이 끊이지 않고 있어요.{nl}어쩌면 가장 중요한 문제는 지금도 진행 중인 걸지도 모르겠네요.
QUEST_20160218_003054	Semua makhluk di dunia ini, terhubung dengan berbagai cara.{nl}Kita bisa mengakhiri semua konflik bila kita menerima satu sama lain dan bersatu.	세상 모든 존재에게는 서로를 잇는 연결고리가 있어요.{nl}모두가 하나라는 마음으로 서로 받아들인다면 다툼도 없을 테죠.
QUEST_20160218_003055	Shapeshifting adalah tipe magic yang sangat mendalam, namun dengan mempelajarinya saja, tidak akan membuatmu menjadi kuat.{nl}Jika kamu tidak bisa menggunakannya pada pertempuran, maka lebih baik kamu mempelajari magic lain.	신체 변형 마법은 참 오묘한 마법이지만, 그저 배운다고 강해지는 게 아냐. {nl}실전이 안된다면 차라리 다른 길을 알아보게.
QUEST_20160218_003056	Untuk Thaumaturges, pertempuran merupakan hal yang penting.{nl}Kamu harus mengontrol sifat dan bentuk lain yang dapat menguntungkanmu dalam pertempuran.	쏘마터지에게 중요한 건 실전이야.{nl}속성과 형태를 변화시켜 전투를 유리하게 이끌어내야 하거든.
QUEST_20160218_003057	Orsha terganggu dengan berbagai macam petaka, sehingga tidak ada jalan keluar.{nl}Apa yang kita benar-benar butuhkan sekarang adalah orang-orang berbakat yang bisa membantu kita.	오르샤에서도 크고 작은 사고들이 계속 벌어져서 무엇 하나 제대로 해결되는 일이 없습니다.{nl}이런 때야말로 실력 있는 자들이 나서서 사람들을 도와야 할 텐데요.
QUEST_20160218_003058	Kami tidak berfokus pada satu elemen.{nl}Kami Elementalists menggabungkan berbagai sifat unsur yang berbeda dengan cara yang efisien.	우리는 한 가지 속성에 치중하지 않습니다.{nl}엘리멘탈리스트란 여러 속성을 다양하게 조합하는 게 좀 더 효율적이니까요.
QUEST_20160218_003059	Keuntungan dengan menggunakan busur ialah kamu dapat menghabisi lawan dari kejauhan.{nl} Tentu saja itu tidak akan berarti bila kamu tidak dapat membidik dengan tepat, haha.	활이라고 한다면 역시 적이 가까히 붙기 전에 끝장낼 수 있는 게 묘미죠.{nl}뭐, 맞추지 못하면 의미는 없겠지만요.
QUEST_20160218_003060	Archer tak terkalahkan bila melawan musuh di luar sana,{nl}tapi ada satu hal yang benar-benar membuat mereka menjadi lebih kuat.{nl} Yaitu musuh tipe terbang dengan cloth armor.	아처들은 누굴 상대한다고 해도 지지 않지만, 특히 더 강한 힘을 낼 수 있는 상대가 있어요.{nl}바로 비행형이면서 천 방어 타입인 적들이죠.
QUEST_20160218_003061	Jika kamu lari karena ada terlalu banyak musuh, carilah tempat lain.{nl}Aku bukanlah tipe yang mengalahkan musuh satu per satu.	적의 수가 좀 많다고 도망칠 거라면 다른 걸 찾아봐.{nl}난 한 명씩 해치우는 건 성미에 안맞거든.
QUEST_20160218_003062	Spesialisasi Teknik seorang Rangers adalah untuk menangani beberapa musuh sekaligus.{nl}Jika Kamu ingin melindungi para pendatang disini, bukankah ini sangat cocok untukmu?	레인저의 기술들은 동시에 다수의 적을 상대하는 데 특화되어 있어.{nl}이 많은 이주민들을 지키려면 그게 더 낫지 않겠어?
QUEST_20160218_003063	Shields, batu, monster, Kamu harus menggunakan apa pun yang kamu bisa.{nl}Tidak usah malu-malu ketika dalam pertempuran.	방패든 돌이든 뭐든 도움 되는 건 닥치는 대로 써야죠.{nl}싸움에 체면치레같은게 어디 있겠어요?
QUEST_20160218_003064	Tentu saja teknik yang keren juga diperlukan... {nl} Bila kamu tidak terluka dan dalam bahaya.	화려한 기술들도 좋지만..{nl}그건 다치지 않고 살아 남을 수 있을 때 이야기겠죠.
QUEST_20160218_003065	Menggunakan perangkap untuk melukai banyak musuh sekaligus adalah spesialisasi sappers.{nl}Kami menggunakan teknik yang diadopsi dari teknik militer.	한 번에 많은 적을 함정으로 처리하는 게 우리 새퍼들의 특기이지요.{nl}군에서 공병으로 지냈던 경험들을 여기서 살려보려고 합니다.
QUEST_20160218_003066	Aku yakin seorang Sapper selalu harus waspada.{nl}Setiap Jebakan yang kamu letakkan dapat mengubah hasil pertempuran.	제가 생각하는 새퍼란 항상 신중해야 합니다.{nl}잘못 설치한 한 개의 함정이 전장의 흐름을 완전히 바꿀 수도 있으니까요.
QUEST_20160218_003067	Kamu tidak bisa memisahkan Hunters tanpa companion.{nl}Mereka bukan hanya teman dalam pertempuran, tetapi juga kawan yang bisa dipercaya.	헌터라면 컴패니언을 떼어놓고 생각하기 힘들지.{nl}훌륭한 전우이자 믿음직한 친구나 다름 없거든.
QUEST_20160218_003068	Tidak ada yang bisa lepas dari penglihatan Hunter.{nl}Mereka dapat menemukan dan mengalahkan musuh yang tersembunyi.	그 누구도 헌터의 시야에서 벗어날 수 없지.{nl}숨어있는 적도 모두 찾아내서 확실하게 끝장을 볼 수 있네.
QUEST_20160218_003069	Saudara kembarku May Patt adalah Wugushi submaster di Klaipeda.{nl}Kondisi Orsha sudah cukup buruk, namun aku membayangkan apa yang terjadi disana…	내 쌍둥이 동생 메이 팻은 저 멀리 클라페다 너머에서 무고사 서브 마스터로 있어.{nl}오르샤도 걱정이지만 그 곳은 어떨런지..
QUEST_20160218_003070	Wugushi selalu berurusan dengan racun, sehingga orang-orang cenderung menghindari mereka karena takut.{nl}Meskipun begitu tidak ada yang perlu dikhawatirkan karena mereka tidak menggunakan racun secara sembarangan.{nl}Namun kurasa, racun sangatlah berbahaya.	무고사라는 게 독을 다루다보니 간혹 사람들이 두려워서 거리를 두기도 해.{nl}아무데나 독을 사용할리가 없으니 걱정할 필요도 없는데 말이야.{nl}뭐. 독이라는게 위험한 건 맞지만.
QUEST_20160218_003071	Aku mendengar bahwa orang-orang di luar Orsha masih mencari tempat yang aman.{nl}Mereka mengatakan ada orang yang bahkan tidak bisa memasuki Orsha... Situasi ini benar-benar buruk.	오르샤 밖에는 지금도 피난 행렬이 이어지고 있다고 해요.{nl}오르샤에 들어오지도 못하고 있는 사람도 있다고 하는데.. 너무 안타까운 상황이에요.
QUEST_20160218_003072	Scout adalah pakar dalam menyusup dan mengintai camp musuh.{nl}Kami bersembunyi dari musuh dan menyerang ketika mereka tidak menyadarinya.	스카우트는 적진에 침투하고 정찰하는데 아주 능숙해요.{nl}적은 우리가 있는 줄도 모르고 넋 놓고 당하게 되죠.
QUEST_20160218_003073	Empty Scroll	빈 두루마리
QUEST_20160218_003074	(Tidak ada yang tertulis di dalamnya.)	아무것도 쓰여있지 않다.
QUEST_20160218_003075	Scroll With Writings	글자가 보이는 두루마리
QUEST_20160218_003076	Tiga tahun telah berlalu semenjak Medzio Diena dan masih tidak ada kabar hidup atau mati mereka, apalagi keberadaan mereka.{nl}Sepertinya kita tidak bisa lagi menjalankan tugas ini, pencarian sekutu yang hilang selama Medzio Diena dan benda-benda keluarga kerajaan akan ditunda sementara{nl}Kembali ke tempat pertemuan setelah kamu menerima perintah ini{nl}-{nl}Yura Swanjone	신수의 날로부터 3년이 흘렀으나 미하루마저 행방은 물론 생사조차 알 수 없다.{nl}더 이상 이 일에 매달릴 순 없으니, 신수의 날에 흩어진 동료들과 그들이 지닌 왕실의 물건을 찾는 일은 잠정 중단한다.{nl}이 지령을 받는 즉시 메사파슬라의 집결지로 귀환하기 바란다.{nl}-{nl}유라 스와요네
QUEST_20160218_003077	Hmm?{nl}Scroll Itu...{nl}	음? {nl}그 두루마리는.. {nl}
QUEST_20160218_003078	Aku tahu apa ini.{nl}Ini adalah dokumen rahasia yang harus kamu percikkan dengan larutan khusus untuk membuat huruf-hurufnya muncul.{nl}	이건 나도 알고 있어.{nl}특수한 용액을 뿌리면 글자가 나타나게끔 만들어진 비밀 문서지.{nl}
QUEST_20160218_003079	Huh, belum lama ini.{nl}Kami Scout juga kadang-kadang menggunakannya.{nl}	그리운데? {nl}우리 스카우터들도 가끔 쓰는 방법이거든. {nl}
QUEST_20160218_003080	Aku tidak yakin bisa memberikan solusi untukmu agar huruf-huruf itu bisa muncul...{nl}Namun saya dapat memberitahumu bagaimana itu dibuat.{nl}Ini agak rumit, tetapi jika kamu mengikuti sesuai petunjuk seharusnya kamu bisa.	글자가 나타나게 해주는 용액을 만들어주긴 힘들고.. 방법 정도는 알려줄게. {nl}좀 복잡하지만, 이대로만 만들면 내용을 볼 수 있을거야.
QUEST_20160218_003081	Siapa kamu?{nl}Jika kamu tidak mengatakan dengan jujur, bagaimana kamu bisa memiliki semua scroll ini...{nl}Aku takut kamu harus mengucapkan selamat tinggal kepada dunia ini.{nl}	넌 누구지?{nl}네가 어떻게 그 두루마리를 가지고 여기까지 왔는지 솔직히 대답하지 않으면.. {nl}네 인생에게 작별인사를 해야 할 거다.{nl}
QUEST_20160218_003082	Apa yang kamu katakan, kamu dapat membaca tulisan rahasia pada scroll dan datang mencariku?{nl}Ini sungguh tak terduga... Ah, aku minta maaf atas perkataanku sebelumnya.{nl}	두루마리의 숨겨진 내용을 읽고 날 찾아왔단 말야?{nl}이거 놀라운데.. 아, 아까의 무례는 사과할게.{nl}
QUEST_20160218_003083	Saya memberikan beberapa scroll itu kepada Shinobi lain.{nl}Mereka yang tidak lagi berada di antara kita... kembali lagi kesini, benar-benar kembali membawa kenangan.	그 두루마리는 다른 시노비에게 줬던 거야.{nl}그 시노비는 이젠 이 세상에 없지만.. 그게 돌고 돌아 여기까지 오다니 왠지 그립군.
QUEST_20160218_003084	Namun sungguh, terima kasih.{nl}Saya tidak bisa memberimu ini sebagai permintaan maaf saya,{nl} tetapi jika kamu ingin tahu tentang Shinobi kamu bisa datang berkunjung.{nl}	어쨌든 정말 고마워.{nl}사과 대신이라고 하긴 뭣하지만, 언젠가 시노비에 대해 관심이 생기면 날 찾아와.{nl}
QUEST_20160218_003085	Maksudku, aku bisa mencari tahu apa pun yang ingin kamu ketahui tentang Shinobi.{nl} Karena saya adalah salah satunya.	이래 뵈도 난 시노비 사이에선 꽤 알아준다고.{nl}너 하나 정돈 가르쳐 줄 여력은 될 거야.
QUEST_20160218_003086	Semua saya dapat aku berikan kepadamu sebagai permintaan maaf adalah teknik Shinobi...{nl} Namun, tampaknya ini tidak sesuai denganmu, jadi saya tidak bisa memberikannya kepadamu.{nl}	내가 사과 대신으로 할 수 있는 건 시노비의 기술 전부 뿐이지만..{nl}네게는 영 맞지 않는 것 같아서 그마저도 못하겠네.{nl}
QUEST_20160218_003087	Saya sangat menghargainya.{nl}Oh, dan jangan bilang siapapun mengenai keberadaanku di sini, Ok?	어쨌든 정말 고마워.{nl}참, 내가 여기 있다는 건 아무에게도 말 하면 안돼. 알겠지?
QUEST_20160218_003088	Tombstone dengan angka	숫자가 적힌 비석
QUEST_20160218_003089	Lantern	석등
QUEST_20160218_003090	Unidentified Cube	정체불명의 큐브
QUEST_20160218_003091	Apakah Kamu memiliki kehormatan memenuhi Chaplain Master? {nl} aku begitu tersentuh ketika ia berbicara kepada kita masing-masing, tentara rendahan pernah begitu baik.	채플린 마스터님을 뵈신 적이 있으십니까?{nl}저희 같은 말단 병사들에게도 하나하나 말을 걸어주시고.. 정말 감격이었어요.{nl}
QUEST_20160218_003092	Telah mengatakan bahwa dia hadir di sini tentara kehormatan dari Orsha. {nl} aku tidak yakin jika dia masih dengan mereka atau tidak.	오르샤의 병사들에게도 들르실 거라고 하셨는데.. {nl}아직 계실지는 모르겠네요.
QUEST_20160218_003093	Itu beberapa hari lalu.{nl}Chaplain Master datang ke sini dan bertanya kepada kami beberapa pertanyaan.{nl}	며칠 전이었을까요.{nl}채플린 마스터께서 들르셔서 저희에게 이것 저것 물어보시고 가셨습니다.{nl}
QUEST_20160218_003094	Sepertinya dia membantu dalam upaya untuk menembus Gateway of the Great King ... {nl} Selain itu, ia memiliki beberapa bisnis dengan Cleric Master di Klaipeda.	대왕의 관문으로 길을 뚫는 작업을 돕고 계신 것 같던데..{nl}클라페다에 있는 성직자 마스터분들과도 용무가 있으신 것 같더라고요.
