QUEST_LV_0200_20150317_000001	Philip's Soldiers	필리파스 직속 부대원
QUEST_LV_0200_20150401_006065	Semua celah-celah kecil dihapus. Beritahu Kupole Zydrone tentang hal itu.	작은 전이 틈새를 전부 제거했습니다. 큐폴 지드로네에게 이 사실을 알려 주세요.
QUEST_LV_0200_20150401_006066	Siap mengisi Evening Star Key. Berbicaralah dengan Kupole Zydrone.	저녁별 열쇠를 충전할 준비를 마쳤습니다. 큐폴 지드로네와 대화해 보세요.
QUEST_LV_0200_20150401_006067	Lindungi Kupole Zydrone	큐폴 지드로네 보호
QUEST_LV_0200_20150401_006068	Kupole Zydrone memintamu melindunginya saat menempatkan Goddess' Power dalam Evening Star Key.	큐폴 지드로네는 저녁별 열쇠에 여신의 힘을 담는 동안 마족들로부터 자신을 보호해 달라고 부탁했습니다.
QUEST_LV_0200_20150401_006069	Melindungi Kupole Zydrone sampai Evening Star Key terisi. Berbicaralah dengan Zydrone.	저녁별 열쇠가 전부 충전될때까지 큐폴 지드로네를 잘 지켰습니다. 큐폴 지드로네와 대화해 보세요.
QUEST_LV_0200_20150401_006070	Kupole Zydrone memintamu untuk memberikan Evening Star Key kepada Kupole Aldona yang sedang menghalangi Dionys.	큐폴 지드로네는 디오니스를 막아내고 있는 큐폴 알도나에게 빨리 저녁별 열쇠를 전해 달라고 했습니다.
QUEST_LV_0200_20150401_006071	Melepaskan Seal	봉인 해제
QUEST_LV_0200_20150401_006072	Gunakan Evening Star Key untuk melepaskan Seal of Rwalda, Casa, dan Rada untuk membebaskan kekuatan Goddess.	저녁별 열쇠를 사용하여 르알다, 카사, 라다 봉인을 해제해 여신의 힘을 해방하세요.
QUEST_LV_0200_20150401_006073	Melepas semua Seal dan membebaskan kekuatan Goddess. Temui Kupole Aldona dan bicaralah dengannya.	봉인을 전부 풀고 여신의 힘을 해방하였습니다. 큐폴 알도나에게 돌아가 대화하세요.
QUEST_LV_0200_20150401_006074	Siap untuk menghapus kekuatan Dionys. Berbicaralah dengan Kupole Aldona.	디오니스에게서 강력한 힘을 거둘 준비를 마쳤습니다. 큐폴 알도나와 대화해 보세요.
QUEST_LV_0200_20150401_006075	Kalahkan Dionys untuk Kupole Aldona untuk menghapus kekuasaan Dionys.	큐폴 알도나가 디오니스에게서 강력한 힘을 거둘 수 있도록 디오니스를 제압해 주세요.
QUEST_LV_0200_20150401_006076	Hauberk mengambil kekuatan yang tersegel di dalam Dionys dan melarikan diri. Berbicaralah dengan Aldona.	하우벅이 디오니스에게 봉인되어 있던 강력한 힘을 가지고 달아났습니다. 큐폴 알도나와 대화하세요.
QUEST_LV_0200_20150401_006077	Hauberk mengambil kekuatan yang tersegel di Dionys dan melarikan diri. Tanyakan Aldona apa yang harus dilakukan.	하우벅이 디오니스에게 봉인된 강력한 힘을 가지고 달아났습니다. 어떻게 해야 할지 큐폴 알도나와 다시 대화해 보세요.
QUEST_LV_0200_20150401_006078	Katakan pada Goddess Vakarine bahwa Hauberk mengambil alih kekuasaan dari Dionys dan tanyakan apa yang harus dilakukan.	마군주 하우벅이 디오니스에게 씌워진 강력한 힘을 가지고 달아났다는 사실을 여신 바카리네에게 전해 주고 어떻게 해야할지에 대해 논의하세요.
QUEST_LV_0200_20150401_006079	Temukan Hauberk yang lari dengan Chain of Return. Temui Kupole Daiva di Velnias Prison Area 4.	환원의 사슬을 들고 도망친 하우벅을 추적해야 합니다. 마족수감소 4구역의 큐폴 다이바를 찾아가세요.
QUEST_LV_0200_20150401_006080	Kejar Demon Monarch Hauberk	마군주 하우벅 추적
QUEST_LV_0200_20150401_006081	Daiva berkata bahwa Hauberk pasti mengejar Barrier of Goddess yang melemah. Kalahkan Hauberk yang menghancurkan Goddess Barrier di Nevirau Collapsed Area.	큐폴 다이바는 하우벅이 노리는 것은 약해진 여신의 결계일 것이라고 합니다. 네비라우 붕괴구에서 여신의 결계를 파괴하고 있는 마군주 하우벅을 저지하세요.
QUEST_LV_0200_20150401_006082	Kamu kehilangan Hauberk. Bicara kepada Kupole Daiva.	마군주 하우벅을 놓치고 말았습니다. 큐폴 다이바와 대화하세요.
QUEST_LV_0200_20150401_006083	Kamu kehilangan Hauberk. Bicara kepada Kupole Daiva.	안타깝게 하우벅을 놓치고 말았습니다. 큐폴 다이바와 대화해 보세요.
QUEST_LV_0200_20150401_006084	Berikan kepada Kupole Daiva	큐폴 다이바에게 전달
QUEST_LV_0200_20150401_006085	Mengumpulkan semua Soul Pieces. Berbicaralah dengan Kupole Daiva di Idynga Solitary Confinement Entrance.	영혼 조각을 모두 모았습니다. 이딩가 독실 입구에서 큐폴 다이바와 대화하세요.
QUEST_LV_0200_20150401_006086	Kupole Daiva tampaknya telah menemukan di mana Hauberk bersembunyi. Berbicaralah dengan Kupole Daiva di Idynga Solitary Confinement Entrance.	큐폴 다이바는 하우벅이 숨은 곳을 알아낸 것 같습니다. 이딩가 독실 앞에 있는 큐폴 다이바와 대화하세요.
QUEST_LV_0200_20150401_006087	Gunakan Night Star Spectral Orb di Idinga Solitary Confinement untuk menemukan demon yang mempunyai Hauberk dan kalahkan mereka.	이딩가 독실에서 저녁별 분광구를 사용하여 하우벅이 빙의된 마족을 찾아 처치하세요.
QUEST_LV_0200_20150401_006088	Hauberk dirasuki dan melarikan diri sebagai Soul. Berbicaralah dengan Kupole Daiva di Idynga Solitary Confinement Entrance.	하우벅은 빙의를 포기하고 영혼인 상태로 도망쳐 버렸습니다. 이딩가 독실 앞에 있는 큐폴 다이바와 대화하세요.
QUEST_LV_0200_20150401_006089	Daiva berkata semuanya sudah menuruti rencana. Tanyakan Daiva apa yang harus dilakukan selanjutnya.	큐폴 다이바는 계획대로 잘 되간다면서 당신을 안심시킵니다. 이제 어떻게 하면 될지 큐폴 다이바와 대화하세요.
QUEST_LV_0200_20150401_006090	Kupole Sitiga bersama Hauberk menuju untuk Galutin Solitary Confinement. Bicaralah dengan Sitiga.	도망치는 하우벅을 큐폴 시기타가 갈루틴 독실로 몰아 넣었습니다. 큐폴 시기타와 대화해 보세요.
QUEST_LV_0200_20150401_006091	Lawan Demon Monarch Hauberk	마군주 하우벅 제압
QUEST_LV_0200_20150401_006092	Bersiaplah menutup celah. Bicaralah dengan Goddess Vakarine di Velnias Prison Area 5.	전이 틈새를 닫을 준비를 마쳤습니다. 마족수감소 5구역에 있는 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006093	Lakukan Ritual untuk menutup celah	전이 틈새를 닫는 의식 진행
QUEST_LV_0200_20150401_006094	Bantu Goddess Vakarine dalam ritual nya untuk menutup celah.	여신 바카리네의 전이 틈새를 닫는 의식을 도와 주세요.
QUEST_LV_0200_20150401_006095	Kekuatan Goddess Vakarine sendirian tidak bisa menutup celah. Berbicaralah dengan Goddese Vakarine.	여신 바카리네 혼자의 힘으론 전이 틈새를 닫는게 역부족인것 같습니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006096	Ritual itu tampaknya tidak berjalan baik. Bicaralah dengan Goddess Vakarine.	전이 틈새를 닫는 의식이 잘 안되고 있는 것 같습니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006097	Goddess Vakarine memintamu mengumpulkan Traces of Trasference untuk mengisi Evening Star Rune. Kalahkan Demon di Aushra Chapel dan mengumpulkan Trace.	여신 바카리네는 저녁별 룬을 채울 전이의 흔적을 모아 오라고 합니다. 아우슈라 예배소의 마족들을 처치해서 전이의 흔적을 수집해 오세요.
QUEST_LV_0200_20150401_006098	Semua Traces of Trasference tekumpul. Berikanlah kepada Goddess Vakarine.	전이의 흔적을 모두 수집했습니다. 여신 바카리네에게 전해 주세요.
QUEST_LV_0200_20150401_006099	Evening Star Rune telah siap. Bicaralah dengan Goddess Vakarine.	저녁별 룬이 준비되었습니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006100	Gunakan Evening Star Rune kepada Demon.	마족에게 저녁별 룬을 사용
QUEST_LV_0200_20150401_006101	Gunakan Evening Star Runes pada Demon yang berkumpul di Rankyne Seperation dan kalahkan mereka. Demon akan pergi saat dikuasai oleh Goddess Vakarine.	랑키네 분리구에 집결한 마족에게 저녁별 룬을 사용한 뒤 제압하세요. 제압된 마족들은 여신 바카리네에게 스스로 찾아갈 것입니다.
QUEST_LV_0200_20150401_006102	Evening Star Rune membuat para Demon patuh. Bicaralah lagi dengan Goddess Vakarine.	많은 마족들을 저녁별 룬으로 복종시켰습니다. 여신 바카리네와 다시 대화해 보세요.
QUEST_LV_0200_20150401_006103	Masih banyak Jiwa Demon yang diperlukan. Bicaralah dengan Goddess Vakarine.	아직 더 많은 마족의 영혼이 필요할 듯 싶습니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006104	Kalahkan Demon menggunakan Evening Star Rune	저녁별 룬으로 마족 제압
QUEST_LV_0200_20150401_006105	Gunakan Evening Star Rune untuk mengalahkan Demon di Ishyshla Ruins. Lalu Kupoles akan mengurus para Demon itu.	이쉬슐라 붕괴구에 집결한 마족에게 저녁별 룬을 사용한 뒤 제압하세요. 그러면 큐폴들이 그 마족들을 거둘 것입니다.
QUEST_LV_0200_20150401_006106	Kupoles membawa banyak Demon. Kembali ke Goddess Vakarine.	큐폴들이 많은 마족들을 거두어 갔습니다. 여신 바카리네에게 돌아가 보세요.
QUEST_LV_0200_20150401_006107	Pasti ada banyak cara untuk mengumpulkan jiwa-jiwa Demon. Bicaralah dengan Goddess Vakarine.	마족의 영혼을 더 끌어모을 방법이 필요합니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006108	Goddess Vakarine memintamu menggunakan Evening Star Rune untuk mengalahkan Demon di Etmesta Isolation Area dan bawalah Mark of Seal.	여신 바카리네는 엣메스타 격리구에 집결한 마족들에게 저녁별 룬을 사용하여 제압한 후 봉인의 징표를 가져와 달라고 부탁했습니다.
QUEST_LV_0200_20150401_006109	Berikan kepada Goddess Vakarine	여신 바카리네에게 전달
QUEST_LV_0200_20150401_006110	Semua Marks of Seal terkumpul. Berikan kepada Goddess Vakarine.	봉인의 징표를 전부 모았습니다. 여신 바카리네에게 전해 주세요.
QUEST_LV_0200_20150401_006111	Siap untuk menutup celah. Bicaralah dengan Goddess Vakarine.	전이 틈새를 봉쇄할 준비가 다 된 것 같습니다. 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006112	Lindungi Goddess Vakarine	여신 바카리네 보호
QUEST_LV_0200_20150401_006113	Berhasil menutup celah! Bicaralah dengan Goddess Vakarine.	전이 틈새를 봉쇄하는데 성공했습니다! 여신 바카리네와 대화해 보세요.
QUEST_LV_0200_20150401_006114	Kupole Audra berencana untuk mengurus Demon yang tersisa. Berbicara dengan Kupole Audra.	큐폴 아우드라는 나머지 마족을 정리하려고 합니다. 큐폴 아우드라와 대화하세요.
QUEST_LV_0200_20150401_006115	Dengan komandan mereka kalah, para Demon berusaha melarikan diri dari Velnias Prison. Kalahkan Demon yang mencoba melarikan diri.	수장을 잃은 마족들이 마족 수감소를 억지로 탈출하려고 합니다. 마족 수감소를 탈출하려는 마족들을 처치하세요.
QUEST_LV_0200_20150401_006116	Demon yang melarikan diri telahdikalahkan. Laporkan kepada Kupole Audra.	수감소를 탈출하려는 마족들을 처치했습니다. 큐폴 아우드라에게 보고하세요.
QUEST_LV_0200_20150401_006117	Kupole Audra masih ignin meminta bantuanmu. Berbicaralah dengan Kupole Audra.	큐폴 아우드라는 아직 부탁할 것이 더 남아 있는 것 같습니다. 큐폴 아우드라와 대화하세요.
QUEST_LV_0200_20150401_006118	Semua Keepsakes terkumpul. Berikan kepada Kupole Audra.	유품을 전부 모은 것 같습니다. 큐폴 아우드라에게 전해 주세요.
QUEST_LV_0200_20150401_006119	Demon Monarch menghilang tapi para Demon masih ada. Berbicaralah dengan Kupole Medeina.	마군주 누아엘레는 사라졌지만 아직 그의 잔당들이 남아 있습니다. 큐폴 메데이나와 대화해 보세요.
QUEST_LV_0200_20150401_006120	Kupole Medeina memintamu mengalahkan Demon yang tersisa di 1st Isolation Area untuk menstabilkan Penjara Prison.	큐폴 메데이나는 누아엘레가 사라진 마족수감소의 안정화를 위해 제 1격리구의 마족 몬스터 잔당을 처치해달라고 부탁했습니다.
QUEST_LV_0200_20150401_006121	Demon Nuaele dikalahkan. Berbicaralah dengan Kupole Medeina.	누아엘레의 잔당들을 모두 처치했습니다. 큐폴 메데이나와 대화하세요.
QUEST_LV_0200_20150401_006122	Tampaknya ada sesuatu yang mengganggu Kupole Medeina. Berbicaralah dengan Kupole Medeina.	큐폴 메데이나는 조금 걸리는 것이 있는 것 같습니다. 큐폴 메네이나와 대화해 보세요.
QUEST_LV_0200_20150401_006123	Kupole Medeina memintamu menemukan kalungnya yang hilang saat melawan Demon di 4th Isolation Area.	큐폴 메데이나는 제 4 격리구에서 마족들과 전투하다 빼앗긴 큐폴들의 목걸이를 되찾아달라고 부탁했습니다.
QUEST_LV_0200_20150401_006124	Berikan kepada Kupole Medeina	큐폴 메데이나에게 전달
QUEST_LV_0200_20150401_006125	Mendapatkan kembali semua Necklaces. Berikan kepada Kupole Medeina.	큐폴들의 목걸이를 모두 회수했습니다. 큐폴 메데이나에게 전해 주세요.
QUEST_LV_0200_20150401_006126	Sepertinya Kupole Zydrone butuh bantuanmu. Berbicaralah dengan Kupole Zydrone.	큐폴 지드로네는 당신의 도움이 필요해 보입니다. 큐폴 지드로네와 대화해 보세요.
QUEST_LV_0200_20150401_006127	Kalahkan Demon yang mengganas.	난동을 부리는 마족 처치
QUEST_LV_0200_20150401_006128	Kupole Zydrone berkatak bahwa Demon yang keluar dari pengaruh Valtruss menjadi liar dan aneh. Kalahkan Demon di Orualma.	큐폴 지드로네는 발트러스의 영향에서 벗어난 마족 몬스터들이 난폭해지고 불규칙한 행동을 보인다고 합니다. 오루알마 대회당에서 마족들을 처치하세요.
QUEST_LV_0200_20150401_006129	Wild Demon dikalahkan. Laporkan kepada Kupole Zydrone.	난동을 부리고 있는 마족들을 처치했습니다. 큐폴 지드로네에게 보고하세요.
QUEST_LV_0200_20150401_006130	Kupole Aldona merasa kasihan melihat Dionys kesakitan. Berbicaralah dengan Kupole Aldona.	큐폴 알도나는 고통스러워 하는 디오니스가 안쓰러운 모양입니다. 큐폴 알도나와 대화해 보세요.
QUEST_LV_0200_20150401_006131	Kumpulkan Dionys' Claw	디오니스의 발톱 수집
QUEST_LV_0200_20150401_006132	Kupole Aldonas berkata Dionys mungkin mendapatkan kembali kekuatannya jika kamu membawa kembali Claw miliknya. Cari dan kalahkan Demon di dekat Rwalda Seal yang diserang oleh Dionys dan dapatkan Dionys ' Claw.	큐폴 알도나는 디오니스의 발톱을 다시 가져온다면 금방 기운을 차릴지도 모른다고 합니다. 르알다 봉인 주변에서 디오니스의 공격을 받았던 마족을 찾아 처치하고 디오니스의 발톱을 회수해 오세요.
QUEST_LV_0200_20150401_006133	Berikan kepada Kupole Aldona	큐폴 알도나에게 전달
QUEST_LV_0200_20150401_006134	Semua Dionys' Claws didapatkan. Berikan kepada Kupole Aldona.	디오니스의 발톱을 모두 회수했습니다. 큐폴 알도나에게 전해 주세요.
QUEST_LV_0200_20150401_006135	Kupole Aldona butuh bantuanmu. Bicaralah kepada Kupole Aldona.	큐폴 알도나는 당신의 도움을 필요로 하고 있습니다. 큐폴 알도나와 대화해 보세요.
QUEST_LV_0200_20150401_006136	Kumpulkan Destroyed Mark of Star	파괴된 별의 징표 수집
QUEST_LV_0200_20150401_006137	Kupole Aldona berkata bahwa Dionys berhasil dihentikan tapi Mark of Star hancur. Kumpulkan Mark of Star yang tersebar di dekat Rada Seal.	큐폴 알도나는 디오니스의 폭주는 막았지만 별의 징표가 파괴되는 것은 막을 수 없었다고 합니다. 라다 봉인 근처에 흩어져 있는 별의 징표를 수집해 주세요.
QUEST_LV_0200_20150401_006138	Semua Mark of Star terkumpul. Berikan kepada Kupole Aldona.	별의 징표를 모두 모았습니다. 큐폴 알도나에게 전해 주세요.
QUEST_LV_0200_20150401_006139	Berhasil menangkap Hauberk tapi masih ada Demon yang tersisa. Berbicaralah dengan Kupole Daiva.	하우벅을 잡는데 성공했지만 아직도 그의 부하들이 남아 있습니다. 큐폴 다이바와 대화해 보세요.
QUEST_LV_0200_20150401_006140	Kalahkan para Demon	마족 처치
QUEST_LV_0200_20150401_006141	Kupole Daiva memintamu mengalahkan Hauberk Demon yang yang melarikan diri ke Aklaga Isolation Area.	큐폴 다이바는 아클라가 고립 구역으로 도망친 하우벅의 부하들을 처치해달라고 부탁했습니다.
QUEST_LV_0200_20150401_006142	Semua Hauberk's Remnants dikalahkan. Laporkan kepada Kupole Daiva.	하우벅의 남은 부하들을 모두 처치하는데 성공했습니다. 큐폴 다이바에게 이 사실을 전해 주세요.
QUEST_LV_0200_20150401_006143	Hauberk's Remnants bergerak secara mencurigakan. Bicarakan kepada Kupole Sigyta.	하우벅의 잔당들의 움직임이 수상합니다. 큐폴 시기타와 대화하세요.
