ETC_20150317_000001	Kepa	케파
ETC_20160218_017754	Yeti hanyalah sebuah legenda sebelum Medzio Diena dan baru-baru ini dia ditemukan yang menyebabkan pengakuannya sebagai seekor monster.	예티는 신수의 날 이전에는 단순히 전설로만 전해졌으며 실제로 그 모습이 확인되어 실제하는 몬스터로 인정받은 것은 최근의 일입니다.
ETC_20160218_017755	Marionette adalah seekor monster yang terlihat akrab, namun membawa ketakutan dari keakrabannya itu.	마리오네트는 어쩐지 익숙함에서 오는 공포감을 선사하는 몬스터입니다.
ETC_20160218_017756	Monster yang mengkhianati Goddess Gabija bisa disebut roh-roh yang tersesat.	가비야 여신을 져버린 이 몬스터는 결국 정령들의 이단자라고 할 수 있습니다.
ETC_20160218_017757	Ini adalah sebuah hama demon yang datang ke dunia kita dari dunia demon. Mereka makhluk menjijikkan diantara para demon.	마계에서 우리 세계로 건너온 마족의 해충입니다. 이들은 마족 사이에서도 혐오의 대상입니다. 
ETC_20160218_017758	Kamu seharusnya tidak hanya berpikir itu hanya seekor binatang demon. Monster ini sebenarnya cerdas!	단순히 마족의 짐승이라고 생각해선 안 됩니다. 이 몬스터는 실제로는 지능도 꽤 높습니다.
ETC_20160218_017759	Pada masa lalu, ada suatu waktu mereka dijinakkan dan ditunggangi oleh manusia.	아주 오래 전에는 인간이 길들여 탑승하던 시절도 있었다고 합니다. 
ETC_20160218_017760	Monster ini adalah ciptaan Demon Lord Naktis yang hampir mencapai level Demon Lord sejati.	이 몬스터는 마군주 나크티스의 창조물이며 마족의 지위로만 치면 마군주급의 몬스터입니다. 
ETC_20160218_017761	Succubus mendapat perintah dari Demon Lord Naktis, tapi dia tidak yakin tentang Naktis.	서큐버스들은 현재는 마군주 나크티스의 지휘를 받고 있지만, 속내는 나크티스를 탐탁티 않아 한다고 합니다.
ETC_20160218_017762	Sangat menyedihkan bahwa kita tidak bisa melihat penampilan hewan seperti Rabbees di masa lalu.	레비 같은 동물을 더 이상 과거의 모습으로 만날 수 없는 것은 슬픈 일입니다.
ETC_20160218_017763	Eldigo mendengarkan perintah dari monster yang lebih kuat untuk bertahan hidup. Tapi, lawan yang dihadapinya biasanya lebih kuat sehingga sering dikorbankan.	엘디고는 생존을 위해 더 강한 몬스터의 명령을 따릅니다. 하지만 맞서는 존재가 대개는 더 강하기 때문에 쓸데없이 희생되곤 합니다.
ETC_20160218_017764	Socket digunakan untuk tinggal jauh di dalam dunia kita dan di dalam dunia demon. Mereka percaya pada janji Giltine bahwa wilayah mereka akan dijamin di bumi ini.	소켓은 우리 세계의 지하 깊은 곳과 마계에 거주하던 족속입니다. 이들은 지상에 그들의 영역을 보장한다는 길티네의 약속을 믿고 있습니다.
ETC_20160218_017765	Goddess Austeja kecewa karena serangga yang dia kendalikan telah berubah, dan dia sangat kecewa setelah melihat bentuk monster yang telah berubah ini. Monster ini adalah salah satu alasan mengapa Goddess Austeja sangat tegas terhadap is very firm against the demon setelah Medzio Diena.	아우스테야 여신께서는 관할하시던 곤충들이 변형된 일에 크게 분노하셨는데, 이 몬스터의 변형된 모습을 보고 더욱 그러셨습니다. 아우스테야 여신께서 신수의 날 이후 마족에게 강경해진 입장을 취하시는 원인 중의 하나인 몬스터입니다.
ETC_20160218_017766	Ini adalah seekor monster yang mengancam masyarakat manusia dahulu kala. Ketika Roxona berubah menjadi kota yang membatu, ada sebuah rumor di sana ada kawanan Basilisk.	먼 옛날부터 인간 사회에 두려움을 주던 몬스터입니다. 록소나가 석화도시로 변하자 그곳에 바실리스크 무리가 있다는 소문이 돌았던 적도 있습니다.
ETC_20160218_017767	Ini akan bagus jika mereka tetap mencari makanan di tanah, namun binatang yang saat ini adalah bukan jenis hewan yang biasa kita kenal.	지금도 땅속에서 먹이를 찾으며 다니면 좋겠지만, 지금의 야수들은 우리가 전에 알던 동물들이 아닙니다.
ETC_20160218_017768	Goblins that used to live in certain areas for a long time enhance their attack abilities and adaptability.	특정 지역에 오래 거주한 고블린은 환경에 맞춰 전투력과 적응력을 높이기도 합니다.
ETC_20160218_017769	Some scholars want to know how grown up Melatinuns are like. But, adventurers, masters and soldiers don't want to know about them and they don't want to see their appearances.	어떤 학자들은 성장한 멜라타눈이 어떤지 궁금해합니다. 그러나 모험가와 마스터, 군인들은 전혀 궁금하게 여기지 않으면 지금 모습도 보기 싫어합니다.
ETC_20160218_017770	Some plant scholars wanted to name Tripedes to the moving Raflowers when were discovered, but that name was given to another monster as we now known as the Raflower.	식물학자들은 처음에는 움직이는 라플라스가 발견되면 트리피드란 이름을 붙이려고 했으나 그 명칭은 다른 몬스터에게 부여되었고, 이 녀석에게는 라플라워라는 이름이 주어졌습니다.
ETC_20160218_017771	There are some instances Deadborns was born from the shells the Deadborns molted out or from the parts that were seperated from the bodies due to injuries. The original Deadborns had the tendency to discriminate these newcomers and humans also distinguish them from the original ones.	데드본이 탈피를 한 껍질이나 부상을 입어 몸에서 떨어져 나온 부위에서 새로 데드본이 생기는 경우가 종종 있습니다. 데드본은 이러한 2차적 데드본을 차별하는 경향이 있으며 인간 역시 데드본과는 구별해서 따로 부르고 있습니다.
ETC_20160218_017772	Bagian mana yang merupakan bagian tubuh Ashrong? Meskipun, itu mungkin bukan informasi yang berguna untuk pertempuran, ini mungkin menarik untuk beberapa orang.	아슈롱 신체의 어느 부분이 주요 부분일까요? 전투에 도움이 되는 실용적인 정보는 아닐지라도 호기심은 생기기 마련입니다.
ETC_20160218_017773	Bagian mana yang merupakan tubuh Cornut? Meskipun, itu mungkin bukan informasi yang membantu di pertempuran, ini mungkin menarik untuk beberapa orang.	코너츠 신체의 어느 부분이 주요 부분일까요? 전투에 도움이 되는 실용적인 정보는 아닐지라도 호기심은 생기기 마련입니다.
ETC_20160218_017774	Bagian mana yang merupakan tubuh Papayam? Meskipun, itu mungkin bukan informasi yang membantu di pertempuran, ini mungkin menarik untuk beberapa orang.	파파얌 신체의 어느 부분이 주요 부분일까요? 전투에 도움이 되는 실용적인 정보는 아닐지라도 호기심은 생기기 마련입니다.
ETC_20160218_017775	Monster ini dinamai seperti ini bukan karena jumlah kaki yang dia punya, tapi itu adalah perintah di daftar penelitian.	다리 숫자가 아니라 연구목록의 우연한 순서에 의해 이름이 붙여진 몬스터입니다. 
ETC_20160218_017776	Monster ini mendapatkan nama legendarisnya karena penampilannya. Selain itu, monster ini tidak punya hal lain yang spesial.	이 전설적인 이름이 붙은 몬스터는 생김새 덕분에 그 이름을 얻었습니다. 그 외에는 다른 몬스터보다 특별히 대단할 것은 없습니다. 
ETC_20160218_017777	Monster ini kecepatan dan kekuatan yang menakutkan dan agresif. Keahlian khususnya adalah bersembunyi di suatu tempat dan benar-benar menghilang.	무서운 악력과 집요한 공격 성향을 지닌 몬스터입니다. 변형전에 있던 잘 숨는 특징은 완전히 사라졌습니다.
ETC_20160218_017778	Panto dulu tinggal di Gele region untuk waktu yang lama dan sebelum dia dipengaruhi saat Medzio Diena, dia tetap berhubungan dekat dengan manusia. Bahkan jika Panto benar-benar berbeda dari Panto normal, mereka berasal dari dunia kita.	판토는 겔리 지방 일대에 오래 전에 정착하여 살았으며 신수의 날의 영향을 받기 전까지는 인간과도 우호적인 관계를 유지하던 종입니다. 설령 전혀 다른 판토라도 본래 기원은 우리 세상에 속합니다.
ETC_20160218_017779	Sulit bagi manusia untuk melihat hal itu, tapi Digo suka untuk berlomba dengan spesies atau monster lain.	인간들이 그 모습을 보기 어렵긴 하지만, 디고는 다른 동족 혹은 몬스터와 속도를 겨루는 경주를 좋아한다고 합니다. 
ETC_20160218_017780	Nuaele memiliki posisi level rendah. Tapi, tiba-tiba banyak demon mengikutinya sehingga demon lord lain tidak menganggapnya sepele. 	누아엘레는 지위가 낮은 편에 속합니다. 그러나 의외로 따르는 마족들이 많기에 다른 마군주들도 가벼이 여기지 않습니다.
ETC_20160218_017781	Dionys, Guardian Tree of Goddess Vakarine telah didampingi oleh Vakarine sejak dia lahir. Itulah mengapa Dionys selalu berada di samping statue of Goddess Vakarine. Kamu juga bisa melihat mereka di teleport statue yang memungkinkan teleportation diantara region yang berbeda.	바카리네 여신의 수호수인 디오니스는 태고적부터 여신의 곁을 지키며 바카리네 여신의 태초부터 이어진 누구보다 긴 여정에 동행해왔습니다. 따라서 바카리네 여신상에는 대개 디오니스가 함께 세워집니다. 지역간을 이동케 하는 여신상에서도 볼 수 있습니다.
ETC_20160218_017782	Dalam substansi, ini adalah jenis Golem dan itu adalah makhluk yang memiliki keinginan penciptanya, magical power dan ego.	엄밀히는 골렘의 일종이며 만든이의 염원이 담겨 마력과 자아를 지니게 된 마법피조물입니다.
ETC_20160218_017783	Seperti Temple Shooter, mereka berusaha keras untuk meraih status yang lebih tinggi dalam masyarakat Goblin.	이들은 템플슈터처럼 언젠가는 고블린 사회에서 더 높은 지위를 얻기 위해 노력합니다.
ETC_20160218_017784	Infro Holder Shaman	인프로 홀더 주술사
ETC_20160218_017785	Infro Holder Archer	인프로 홀더 궁수
ETC_20160218_017786	Saltistter tinggal di daerah dingin, daerah yang keras sehingga jumlah mereka hampir tidak meningkat. Contoh dimana mereka muncul pada beberapa transformasi seperti Saltisdaughter tentu saja, setelah Medzio Diena.	살티스터는 고립고원 지역 같은 춥고 험한 지형이 원 거주지이기 때문에 개체수가 잘 늘지 않았습니다. 이들이 살티스도터 같은 다양한 변형으로 나타난 것은 당연히 신수의 날 이후의 일입니다.
ETC_20160218_017787	Setelah Medzio Diena, lingkungan berubah menguntungkan bagi Goblin, jumlahnya meningkat dan mereka ingin menginvasi wilayah manusia. Untuk referensi kamu, Woodgoblin dan goblin tidak terkait langsung.	신수의 날 이후 세계의 환경이 고블린에게 우호적으로 변하자 그 수가 늘어나고 인간의 영역을 넘보고 있습니다. 참고로 우드 고블린과 고블린은 직접적인 연관은 없습니다. 
ETC_20160218_017788	Dengan melihat tombak yang dibawa Ticen, asumsi bahwa ada jenis Ticen lain di luar sana mungkin benar dan banyak Ticen diciptakan dan mereka bergerak dalam kawanan. Mereka peduli tentang sosialitas.	티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 
ETC_20160218_017789	Sudah pasti bahwa Infrogalas dekat dengan Gaigalas, tapi kami belum benar-benar mengidentifikasi asal Gaigalas saat ini dan kelahirannya masih belum diketahui. Namun, beruntung informasi lain yang diperlukan saat bertarung melawannya sudah diketahui.	인프로 갈라스가 가이갈라스와 밀접한 관계가 있다는 것은 분명하지만, 가이갈라스의 기원을 확실히 파악하지 못한 현재로서는 이 녀석 역시 그 기원과 출생에 대해서는 의문점만 있습니다. 그밖에 전투에 필요한 점은 다 알려져 있으니 다행입니다. 
ETC_20160218_017790	Imprisoned Infrogalas Archer	수감된 인프로 갈라스 궁수
ETC_20160218_017791	Seekor monster dimana sorcerer dari dunia devil disebut menggunakan noir. Ada sebuah rumor bahwa mereka menggunakan roh-roh di hutan setelah menangkapnya, tapi itu belum dikonfirmasi kebenarannya.	마계의 주술사들이 르와를 사용해 불러낸 몬스터입니다. 숲의 정령을 사로잡아 이용한다는 설도 있지만 확실하지는 않습니다.
ETC_20160218_017792	Hal ini tidak jarang bahwa patung-patung batu yang diukir dengan kekuatan magic atau bagian dari arsitektur bergerak untuk membahayakan manusia. Setelah Medzio Diena, tidak ada orang yang berpikir itu aneh.	강력한 마력이 새겨진 석상이나 건축물의 일부가 살아움직여 인간에게 피해를 주는 일은 이제 전혀 새롭지 않습니다. 신수의 날 이후에는 신성한 문자가 새겨진 것이 그렇게 되어도 더는 이상하게 여기는 사람이 없을 정도입니다.
ETC_20160218_017793	Cryomancer Master Aleister Crowley	본래 마족에 속한 창조물이나 크리오맨서 마스터인 알리스터 크로울리는 이를 자신이 부릴 방법을 연구하고 있다고 합니다.
ETC_20160218_017794	Sampai tahun setelah Medzio Diena, orang mengira bahwa monster yang berubah dari tanaman yang belum dipanen tidak akan muncul lagi jika pemanen berhati-hati. Namun, mereka kehilangan harapan mereka ketika monster mulai tumbuh sendiri. Pumpleflap adalah contohnya.	신수의 날이 발생한 다음해까지는 미처 수확되지 않은 작물이 변한 몬스터는 재배자가 조심하면 더 이상 나오지 않을 것이라 생각했습니다. 하지만 몬스터 스스로 번식하면서 그런 기대는 사라졌습니다. 펌플랍이 그 대표적인 사례입니다.
ETC_20160218_017795	Beberapa tempat di dunia devil diisi dengan objek terbang ini di langit.	마계의 어떤 지역은 이런 부유물체들이 하늘 가득 차있는 곳도 있다고 합니다.
