SKILL_20150317_000001	Attack	공격
SKILL_20150414_003663	Berubah menjadi Formasi Phalanx. Konsentrasi untuk menahan skill dari semua pasukan di depan barisan.	팔랑크스 포메이션으로 전환합니다. 모든 부대원의 블록 능력을 맨 앞열의 3인에게 몰아줍니다.
SKILL_20150414_003664	Berubah menjadi Formasi Tersio. Defense baris terdepan meningkat dan memancing musuh.	테르시오 포메이션으로 전환합니다. 앞열 부대원의 방어력이 증가하고 적의 주의를 끕니다.
SKILL_20150414_003665	Formasi Winged	학익진
SKILL_20150414_003666	Berubah menjadi Formasi Crane Wing. Berlari kedepan target dan defense musuh menjadi berkurang.	학익진 포메이션으로 전환합니다. 포메이션 안에 들어온 적들은 방어력이 감소하고, 리더를 목표로 돌진합니다.
SKILL_20150414_003667	Berubah menjadi Wedge formation.	웨지 포메이션으로 전환합니다. 모든 부대원의 공격력을 선두에 선 부대원 1인에게 집중합니다.
SKILL_20150414_003668	Berubah menjadi formasi Schiltron. Semua Pasukan berhenti dan mengangkat senjata untuk menahan musuh.	스킬트론 포메이션으로 전환합니다. 모든 부대원들은 무기를 치켜 든 채로 멈춰서서 적의 돌진을 막아냅니다.
SKILL_20150414_003669	Berubah menjadi Formasi Testudo. Meningkatkan Defense dan Block dari semua pasukan dan bergerak lambat.	테스튜도 포메이션으로 전환합니다. 모든 부대원들이 방어력 및 블록을 증가시키고 천천히 이동합니다.
SKILL_20150414_003670	Meluruskan kembali arah dari pandangan pemimpin.	포메이션의 방향을 리더의 시선 방향으로 재정렬합니다.
SKILL_20150414_003671	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Memegang pedang mundur dan menggunakan pegangan untuk memukul jatuh musuh.	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}검을 거꾸로 쥐어 손잡이 부위로 적을 내려칩니다. 
SKILL_20150414_003672	Double Exp kamu dan hadiah ketika kamu mengalahkan musuh dengan sejumlah attack. Kamu menerima 3x damage ketika efek aktif dan mengurangi banyak durability ketika kamu tidak mampu bertempur.	정해진 공격 횟수 안에 적을 처치하면 경험치와 보상을 두 배로 받습니다. 하지만 효과가 지속될 동안 받는 피해는 세 배가 되며, 전투불능시 내구도 감소량도 대폭 증가합니다. 
SKILL_20150414_003673	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Menggunakan gaya sentrifugal dan terus menerus menyerang musuh.	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}원심력을 이용해 빠르게 회전하면서 적들에게 연속적으로 피해를 줍니다.
SKILL_20150414_003674	{#993399}{ol}[Magic]{/}{/}{nl}Mengumpulkan energi magic yang kuat untuk dilepaskan kepada musuh. Meningkatkan damage yang diciptakan tergantung dari jumlah energi yang terkumpul.	{#993399}{ol}[마법]{/}{/}{nl}강력한 마법 에너지를 모아 적에게 발사합니다. 에너지를 모은 량에 비례하여 피해량도 증가합니다.
SKILL_20150414_003675	Membuat musuh lemah.	적을 무기력 상태로 만듭니다.
SKILL_20150414_003676	Membuat musuh jatuh tertidur. Musuh akan terbangun ketika kamu mencapai batas serangan.	적을 수면 상태로 만듭니다. 수면상태인 적은 공격 한계치에 도달하면 깨어납니다.
SKILL_20150414_003677	Menciptakan perisai pelindung yang dapat membalikkan dan melipatgandakan damage kepada musuh.	적 공격의 일정량을 공격자에게 반사하는 방어막을 생성합니다.
SKILL_20150414_003678	{#993399}{ol}[Magic]{/}{/}{nl}Serangan berulang pada musuh dengan magic bullet.	{#993399}{ol}[마법]{/}{/}{nl}마법의 탄환으로 적을 연속 공격합니다.
SKILL_20150414_003679	Mengurangi waktu casting skill 	스킬의 캐스팅 시간을 감소시킵니다.
SKILL_20150414_003680	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memanggil Bola Api. Musuh yang tersentuh bola api akan menerima damage api secara berulang.	{#993399}{ol}[마법] - [불]{/}{/}{nl}화염구를 소환합니다. 화염구에 닿은 적은 지속적으로 화염 피해를 입습니다.
SKILL_20150414_003681	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Menciptakan tembok api yang dapat memberikan damage berulang mendekati musuh.	{#993399}{ol}[마법] - [불]{/}{/}{nl}화염의 벽을 만들어 접근한 적에게 지속적으로 화염 피해를 입힙니다.
SKILL_20150414_003682	Maningkatkan Fire property untuk mu dan anggota party sementara.	자신과 파티원의 공격에 일시적으로 화염 속성을 부여합니다.
SKILL_20150414_003683	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memberikan damage dengan kemungkinan meledak yang membakar musuh.	{#993399}{ol}[마법] - [불]{/}{/}{nl}화염 상태의 적을 폭발시켜 피해를 줍니다.
SKILL_20150414_003684	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Memanggil Pillar api untuk memberikan damage ke musuh.	{#993399}{ol}[마법] - [불]{/}{/}{nl}화염 기둥을 소환해 적에게 피해를 줍니다.
SKILL_20150414_003685	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Serangan api yang menyembur secara terus menerus. Memberikan damage api ke musuh.	{#993399}{ol}[마법] - [불]{/}{/}{nl}전방을 향해 지속적으로 불을 뿜어 적을 공격합니다. 적은 지속적으로 화염 피해를 입습니다.
SKILL_20150414_003686	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}{nl}Meluncurkan Ice Bolt kemusuh untuk menciptakan damage dan memiliki kemungkinan membekukan musuh.	{#993399}{ol}[마법] - [얼음] - [찌르기]{/}{/}{nl}얼음의 화살을 날려 적에게 피해를 주고 일정 확률로 결빙 상태에 걸리게 합니다.
SKILL_20150414_003687	{#993399}{ol}[Magic] - [Ice] - [Pierce]{/}{/}}{nl}Es Duri dan attack musuh di depan dengan kemungkinan membekukan.	{#993399}{ol}[마법] - [얼음] - [찌르기]{/}{/}}{nl}얼음 가시를 솟구치게 해 전방 일렬의 적들에게 피해를 주고 일정 확률로 결빙 상태에 걸리게 합니다.
SKILL_20150414_003688	Menciptakan tembok es untuk menjebak musuh dengan kemungkinan membekukan musuh disekitar.	얼음의 벽을 만들어 적을 가두고 근접한 적을 일정 확률로 결빙 상태에 걸리게 합니다.
SKILL_20150414_003689	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Memukul musuh yang membeku di depan. Dapat membekukan satu musuh lagi disekitar.	{#993399}{ol}[마법] - [얼음]{/}{/}{nl}전방의 결빙 상태의 적을 충격하여 피해를 줍니다. 주변의 적 하나를 추가로 결빙시킬 수 있습니다.
SKILL_20150414_003690	Menciptakan tenda es untuk menahan dan membekukan musuh.	순간 얼음의 장막을 만들어 적의 공격을 방어하고 적을 결빙시킵니다.
SKILL_20150414_003691	Menciptakan angin kuat untuk mendorong target. Menggunakan musuh yang beku untuk menyerang musuh.	강풍을 일으켜 적들을 밀쳐냅니다. 결빙된 적에게 사용하면 주변의 적들에게 피해를 줍니다.
SKILL_20150414_003692	{#993399}{ol}[Magic] - [Ice] - [Strike]{/}{/}{nl}Menaiki Bola Salju besar untuk memukul musuh.	{#993399}{ol}[마법] - [얼음] - [때리기]{/}{/}{nl}거대한 눈덩어리를 타고 적을 뭉개 공격합니다.
SKILL_20150414_003693	{#993399}{ol}[Magic]{/}{/}{nl}Berkonsentrasi pada ujung tangan Kamu untuk menimbulkan kerusakan terus menerus dengan psikokinesis.	{#993399}{ol}[마법]{/}{/}{nl}손 끝에 염력을 집중하여 전방의 적에게 지속적인 피해를 줍니다.
SKILL_20150414_003694	{#993399}{ol}[Magic]{/}{/}{nl}Gunakan psikokinesis untuk menangkap target di depan dan membuangnya di sekitar.{nl}Memberikan damage dengan cara melempar target yang tertangkap menggunakan arah key.	{#993399}{ol}[마법]{/}{/}{nl}전방의 대상을 염력으로 잡아 위치를 이동시킵니다. 방향키를 이용하여 이동할 위치를 지정할 수 있으며, 던져진 적은 충격 피해를 입습니다.
SKILL_20150414_003695	Bertukar posisi kamu dengan musuhmu.	지정한 적과 자신의 위치를 바꿉니다.
SKILL_20150414_003696	Teleport ke lokasi acak.	임의의 위치로 순간 이동합니다.
SKILL_20150414_003697	{#993399}{ol}[Magic]{/}{/}{nl}Memberikan damagae pada beberapa musuh dengan menarik dan membuat mereka saling bertabrakan dalam wilayah yang ditargetkan.	{#993399}{ol}[마법]{/}{/}{nl}지정한 위치의 대상을 한 점으로 끌어당겨 서로 충돌하게 해 피해를 입힙니다.
SKILL_20150414_003698	Mengangkat musuh terdekat ke udara. Musuh di udara untuk sementara terdeteksi sebagai Flight-type.	자신 주변의 적들을 공중으로 들어 올립니다. 들어 올려진 적들은 일시적으로 비행형으로 판정합니다.
SKILL_20150414_003699	Membuat gaya gravitasi garis lurus yang menarik musuh.	일자 형태의 중력장을 생성하여 주변의 적들을 일렬로 끌어당겨 정렬합니다.
SKILL_20150414_003700	Menghubungkan musuh, sehingga mereka akan berbagi damage yang diterima.	적들을 서로 연결해 동시에 공격당하도록 합니다.
SKILL_20150414_003701	Mengumpulkan musuh yang terhubung pada satu tempat dan membuat mereka bertabrakan satu sama lain.	링크를 조여 연결된 적들을 한 점으로 모아 서로 부딪치게 해 공격합니다.
SKILL_20150414_003702	Menghubungkan dengan anggota party untuk berbagi Buff.	파티원에게 링크를 걸어 버프 효과를 공유합니다.
SKILL_20150414_003703	Life line	생명줄
SKILL_20150414_003704	Menggunakan kemampuan yang lebih tinggi diantara kamu dan anggota yang terhubung.	연결된 동료와 자신의 능력치 중 높은 능력치를 서로 공유합니다.
SKILL_20150414_003705	Memperbesar ukuran tangan kamu dan anggota party untuk meningkatkan damage.	자신과 파티원의 무기든 손을 일시적으로 크게하여 공격력을 상승시킵니다.
SKILL_20150414_003706	Mengecilkan ukuran target. Target memiliki kemungkinan menghilang bila digunakan pada monster berukuran kecil	대상의 몸 크기를 작게 줄여버립니다. 소형의 적에게 사용시 확률적으로 사라져 버릴 수 있습니다.
SKILL_20150414_003707	Memperbesar ukuran target. Target memiliki kemungkinan meledak bila digunakan pada monster yang terlalu besar	대상의 몸 크기를 크게 키워버립니다. 크기를 지나치게 키워버린 적은 확률적으로 터져 버릴 수 있습니다.
SKILL_20150414_003708	Mengubah INT dan CON Kamu.	자신의 지능과 체력을 일시적으로 서로 바꿉니다.
SKILL_20150414_003709	Mengendalikan Magic circle musuh.	적이 소환한 마법진의 주인을 자신으로 변경합니다.
SKILL_20150414_003710	Memperbesar ukuran tangan kamu dan anggota party yang memegang perisai dan sub weapon untuk meningkatkan pertahanan	자신과 파티원의 방패 및 보조 무기를 든 손을 일시적으로 크게 하여 방어력을 상승시킵니다.
SKILL_20150414_003711	Memperbesar ukuran kepala kamu dan anggota party untuk meningkatkan INT	자신과 파티원의 머리를 크게하여 일시적으로 지능을 상승시킵니다.
SKILL_20150414_003712	{#993399}{ol}[Magic] - [Electric]{/}{/}{nl}Melepaskan gelombang listrik terus menerus untuk menyerang musuh.	{#993399}{ol}[마법] - [전기]{/}{/}{nl}전기 사슬을 발사하여 전방의 적들을 연속으로 공격합니다. 
SKILL_20150414_003713	Membuat musuh petrify sementara waktu	적을 일시적으로 석화 상태로 만듭니다.
SKILL_20150414_003714	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Menjatuhkan potongan es dan menimbulkan demage ke musuh terus-menerus. 	{#993399}{ol}[마법] - [얼음]{/}{/}{nl}지정한 위치에 얼음 덩어리를 무수히 떨어뜨려 적에게 지속적으로 피해를 줍니다.
SKILL_20150414_003715	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Summon Prominence. Prominence akan bergerak secara acak dan menimbulkan damage pada target. 	{#993399}{ol}[마법] - [불]{/}{/}{nl}홍염을 소환합니다. 소환된 홍염은 임의의 위치를 오가며 대상에게 피해를 입힙니다.
SKILL_20150414_003716	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Jatuhkan meteor pada target area untuk menimbulkan damage. 	{#993399}{ol}[마법] - [불]{/}{/}{nl}지정한 위치에 운석을 떨어뜨려 적에게 피해를 줍니다.
SKILL_20150414_003717	Summon the devil of card dimasukkan di Grimore. Grimore hanya dapat menggunakan Devil jenis monster card.	그리모어에 삽입한 카드의 악마를 소환합니다. 그리모어에는 악마형 몬스터 카드만 장착할 수 있습니다.
SKILL_20150414_003718	Memerintahkan Devil Summon dari Grimoire untuk bergerak dan menyerang pada area target.	소환된 악마에게 지정한 위치로의 이동과 공격을 명령합니다.
SKILL_20150414_003719	Mengendalikan Devil Summon dengan menaikinya	그리모어로 소환한 악마의 머리 위에 올라타 악마를 직접 조작합니다.
SKILL_20150414_003720	Memindahkan Summon Demon dari Grimoire yang telah dilengkapi dari Slot Card cadangan di Grimoire dengan tetap mempertahankan status sebelumnya.	그리모어로 소환한 악마의 능력치를 유지한 채로 그리모어에 장착된 서브 카드의 악마로 변이시킵니다.
SKILL_20150414_003721	Memerintahkan Demon Summon untuk menunggu dan menjaga area target	소환한 악마를 지정한 위치에 대기하며 그 자리를 지킬 것을 명령합니다.
SKILL_20150414_003722	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon Familiar. Spirit Rush untuk musuh saat karakter menyerang atau diserang, kemudian meledak dengan sendirinya.	{#993399}{ol}[마법] - [암흑]{/}{/}{nl}사역마를 소환합니다. 사역마는 주인이 공격하거나 공격받을 때의 적에게 돌진하여 자폭합니다.
SKILL_20150414_003723	Summon Fire Demon Salamion. Mengikuti Master dan menyerang musuh	화염 악마 살라미온을 소환합니다. 살라미온은 주인을 따라다니며 보이는 적을 공격합니다.
SKILL_20150414_003724	Salamion Level #{CaptionRatio}#	살라미온 레벨 #{CaptionRatio}#
SKILL_20150414_003725	Summon Servant. Servant akan mengikuti Masternya dan memberikan efek yang baik.	서번트를 소환합니다. 서번트는 주인을 따라다니며 이로운 효과를 부여합니다.
SKILL_20150414_003726	Servant HP #{CaptionRatio}#	서번트 HP #{CaptionRatio}#
SKILL_20150414_003727	Kontrol waktu dan sementara tingkatkan attack speed dari diri sendiri atau 1 sekutu di depan	시간을 조작하여 자신 또는 전방의 동료 1인의 공격 속도를 일시적으로 증가시킵니다.
SKILL_20150414_003728	Kontrol waktu dan buat monster tersebut muncul lagi di mana ia terbunuh	시간을 조작하여 몬스터에게 죽은 뒤 그 장소에서 다시 나타나게 합니다.
SKILL_20150414_003729	Hentikan waktu dari monster dalam area target. Musuh tidak menerima demage ketika waktu dihentikan	지정한 위치 내 적들의 시간을 일시적으로 멈춥니다. 적들은 시간이 멈춘 동안 아무런 피해도 받지 않습니다.
SKILL_20150414_003730	Mengontrol waktu untuk menurunkan Movement Speed pada musuh.	시간을 조작하여 적의 이동 속도를 감소시킵니다.
SKILL_20150414_003731	Kontrol waktu dan tingkatkan kecepatan gerak diri sendiri atau 1 sekutu di depan	시간을 조작하여 자신 또는 전방의 동료 1인의 이동 속도를 증가시킵니다.
SKILL_20150414_003732	Mengontrol waktu disekitar area, sementara waktu mengubah kembali pada kondisi sebelumnya.	자신 주변의 시간을 조작하여 순간적으로 이전의 상태로 되돌립니다.
SKILL_20150414_003733	{#993399}{ol}[Magic]{/}{/}{nl}Mengumpulkan mayat musuh	{#993399}{ol}[마법]{/}{/}{nl}적의 사체를 수집합니다.
SKILL_20150414_003734	Attack Power #{SkillAtkAdd}#{nl}Kumpulkan mayat dari setiap jenis	공격력 #{SkillAtkAdd}#{nl}종족별 사체 수집
SKILL_20150414_003735	Membuat Shogos dibentuk setelah kartu dimasukkan di Necronomicon. Necronomicon dapat melengkapi Animal, Plant, and Mutant type cards	네크로노미콘에 삽입한 카드의 형태를 본떠 쇼고스를 만듭니다. 네크로노미콘에는 동물형, 식물형, 변이형 몬스터 카드만 장착할 수 있습니다.
SKILL_20150414_003736	Gunakan #{CaptionRatio}# setiap {nl}Plant, Beast, Mutant corpse	식물, 야수, 변이 사체{nl}각각 #{CaptionRatio}#개 소비
SKILL_20150414_003737	{#993399}{ol}[Magic]{/}{/}{nl}Membuang bagian mayat ke target yang dituju dan menyerang musuh terdekat	{#993399}{ol}[마법]{/}{/}{nl}지정한 위치에 사체의 조각을 뿌려 인근 적들을 공격합니다.
SKILL_20150414_003738	Attack Power #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Use #{CaptionRatio}# setiap{nl}Plant, Beast. Mutant mayat monster	공격력 #{SkillAtkAdd}#{nl}스플래시 #{SkillSR}#{nl}식물, 야수, 변이 사체{nl}각각 #{CaptionRatio}#개 소비
SKILL_20150414_003739	{#993399}{ol}[Magic]{/}{/}{nl}Membuat lingkaran pada karakter dengan menggunakan potongan mayat dan menyerang musuh disekitarnya.	{#993399}{ol}[마법]{/}{/}{nl}자신 주변에 사체 조각을 둘러 접근한 적들에게 피해를 줍니다.
SKILL_20150414_003740	Attack Power #{SkillAtkAdd}#{nl}Durasi 15 detik{nl}Gunakan #{CaptionRatio}# Mutant corpse	공격력 #{SkillAtkAdd}#{nl}지속시간 15초{nl}변이형 사체 #{CaptionRatio}#개 소비
SKILL_20150414_003741	Membuat dinding mayat dan memblok serangan musuh. Musuh yang menyerang akan terkena damage.	사체로 쌓은 벽을 세워 적의 접근을 막습니다. 이 벽 근처에서 공격당한 적들은 부패 상태가 될 수 있습니다.
SKILL_20150414_003742	Dirty Wall #{CaptionRatio}#{nl}Dirty Wall Durasi 15 detik{nl}{#339999}{ol}[Decompose]{/}{/} Durasi #{CaptionTime}# detik{nl}{nl}Gunakan #{CaptionRatio2}# setiap {nl}Plant, Beast, Mutant corpse	더티월 #{CaptionRatio}#개{nl}더티월 지속시간 15초{nl}{#339999}{ol}[부패]{/}{/} 지속시간 #{CaptionTime}#초{nl}식물, 야수, 변이 사체{nl}각각 #{CaptionRatio2}#개 소비
SKILL_20150414_003743	Mengumpulkan corps dari musuh yang telah mati.	적이 죽은 자리에 남아있던 사체 조각을 수집합니다.
SKILL_20150414_003744	{#993399}{ol}[Magic]{/}{/}{nl}Meledakkan item kamu di tanah untuk menyerang musuh	{#993399}{ol}[마법]{/}{/}{nl}땅에 떨어져 있는 자신 소유의 아이템을 폭발시켜 주변 적에게 피해를 줍니다.
SKILL_20150414_003745	Menggali tanah dan dapatkan ore untuk alchemy	땅을 파 연금술에 필요한 광석을 획득합니다.
SKILL_20150414_003746	Membuka sebuah toko untuk meramu dan meningkatkan nilai Gems. Mengurangi denda pada saat Enhance Gem.	젬을 가열하여 강화하는 상점을 개설합니다. 강화된 젬은 페널티가 감소합니다.
