QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20151015_008330	Jika saja aku punya lebih banyak waktu...{nl} Dokumenku... Aku tidak bisa meninggalkannya…	나에게 조금만 더 시간이 있었더라면..{nl}내 자료들.. 놓고 갈 수 없어..
QUEST_LV_0100_20151015_008331	Hal-hal ini tidak berguna untukku sekarang... {nl} Oke. Mungkin ini berguna untuk kamu... dokumenku berada di Dykyne Fork...	이제는 내겐 별 소용 없는 물건..{nl}그래. 어쩌면 너라면.. 디키네 갈림길에 내 소중한 자료가..
QUEST_LV_0100_20151015_008332	Gerda	게르다
QUEST_LV_0100_20151015_008333	Sungguh masalah besar.{nl} Aku harus mendirikan papan pemberitahuan, tetapi kekurangan orang untuk membantu.{nl}	정말 큰일이에요.{nl}알림판을 세워야 하는데 몸이 두세개라도 모자랄 지경이에요.{nl}
QUEST_LV_0100_20151015_008334	Kedoran Merchant Alliance menindas anggota baru tanpa ampun loh.{nl}Terutama Leopoldas sungguh menakutkan.. Dia membuatku melakukan semua ini.	저희 케도라 상단은 신입을 정말 가차없이 굴리거든요.{nl}특히 레오폴다스님은 어찌나 무서운지.. 꼭 혼자서 이걸 다 해내라 하시네요.
QUEST_LV_0100_20151015_008335	Sungguh?{nl} Apakah tidak apa-apa jika begini..{nl}	정말요?{nl}이래도 괜찮을까..{nl}
QUEST_LV_0100_20151015_008336	Kalau begitu maukah kamu mendirikan papan pemberitahuan ini di bawah sana?{nl}Jurate sedang melakukan penggalian relic di sana. {nl}	그렇다면 저 아래쪽에 이 알림판을 세워 주시겠어요?{nl}유라테 조장님이 성물을 발굴하고 계시거든요. {nl}
QUEST_LV_0100_20151015_008337	Aku meminta diam-diam agar tidak ketahuan.{nl} Aku harus pergi ke tempat lainnya.	들키지 않게 몰래 부탁드릴게요.{nl}저는 또 다른 곳에 가 봐야 해서요.
QUEST_LV_0100_20151015_008338	Terima kasih.{nl} Tidak mungkin kita ketahuan oleh Leopoldas kan?	감사합니다.{nl}설마 레오폴다스님께 들킨 건 아니겠지요?
QUEST_LV_0100_20151015_008339	Serapinas	세라피나스
QUEST_LV_0100_20151015_008340	Aku Serapinas, salah satu anggota baru dari  Kedoran Merchant Alliance.{nl} Aku bertanggung jawab untuk mempromosikan merchant.{nl} Jika kamu punya waktu, kamu bisa membantuku di salah satu agenda promosi saya?	저는 케도라 상단의 신입 세라피나스라고 합니다.{nl}상단을 홍보하는 실무를 진행하고 있습니다.{nl}저.. 시간이 되신다면 홍보일 중 하나를 좀 도와주시겠어요?
QUEST_LV_0100_20151015_008341	{nl}Ini tidak sulit. Kamu hanya perlu pergi ke dekat Orsha atau Klaipeda dan bantu Savior yang baru memulai petualangan mereka.{nl} AKu akan memberikanmu sebuah scroll. Jika kamu menggunakannya kepada mereka, itu akan membantu mereka dan mempromosikan para merchant juga.	{nl}별로 어렵지는 않습니다. 오르샤나 클라페다 근처에 가서 막 모험을  시작한 계시자들을 돕는 거지요. {nl}제가 드리는 스크롤을 그 분들께 사용하면 좋은 효과와 함께 상단 홍보가 됩니다.
QUEST_LV_0100_20151015_008342	Kamu harus menggunakannya di dekat Orsha atau Klaipeda.{nl} Dan itu harus seseorang yang baru memulai petualangan mereka.{nl} Aku tidak akan bekerja sama dengan orang-orang yang telah mengetahui materi dari promosi ini.	오르샤나 클라페다 주변의 필드에서 사용하셔야 합니다.{nl}이제 막 모험을 시작하신 분이어야 하구요.{nl}이미 홍보문구를 보신 분들은 해당이 안되는 점도 유의해 주세요.
QUEST_LV_0100_20151015_008343	Terima kasih telah maju untuk membantu.	도와주신다고 나셔 주셔서 감사합니다.
QUEST_LV_0100_20151015_008344	Oh, kau sudah kembali.{nl} Savior memang sangat berbeda.	오 벌써 돌아오셨군요.{nl}역시 계시자님은 다르시네요.
QUEST_LV_0100_20151015_008345	Edita	에디타
QUEST_LV_0100_20151015_008346	Aku adalah Edita ketua di tim Collector Merchant Alliance.{nl} Pasti kamu akan penasaran mengapa kami ada di sini.{nl}Kamu pasti tahu karena mendengarnya dari Leopoldas, tapi kami menyediakan banyak item dan material yang dibutuhkan orang-orang.	상단 물품 회수 조장 에디타라고 합니다.{nl}왜 여기서 상단의 물품을 찾고 있는지 궁금하실 거예요.{nl}레오폴다스에게 들어서 알고 계시겠지만, 저희는 세상에 꼭 필요한 여러가지 자재나 물품들을 조달하고 있어요.
QUEST_LV_0100_20151015_008347	{nl}Hari itu seperti biasanya, kami sedang membawa barang-barang milik Merchant Alliance menuju Fedimian.{nl} Tetapi rasanya seperti mimpi saja. Aku tidak tahu kalau hari itu adalah hari Medzio Diena..{nl} Semua gerobak kami terbalik.. Semua barang bawaan Merchant Alliance berantakan di sini dan terkubur	{nl}그 날도 여느 날처럼 이 쪽을 지나서 페디미안으로 상단의 물목들을 수레로 나르던 중이었죠.{nl}하지만 꿈에도 몰랐던 거예요. 그 날이 바로 신수의 날일 줄은..{nl}저희 수레는 모두 뒤집어지고.. 상단의 운반품들도 모두 여기 흩어져서 묻혀 버렸어요
QUEST_LV_0100_20151015_008348	{nl}Maka dari itu dibentuklah tim Collector seperti ini, sehingga aku berada disini.{nl}Sebagian sedang mempelajari lokasi terkuburnya dengan detektor yntuk melakukan pengambilan secara efektif.{nl}beberapa pergi ke lokasi penggalian.{nl}Jika kamu ingin membantu, karena disana ada tempat yang sudah ditandai, tolong bawakan benda yang terkubur dengan menggalinya secara hati-hati.	{nl}그래서 이렇게 회수조가 만들어지고, 제가 여기 있는 거랍니다.{nl}효율적으로 회수를 하기 위해서 일부는 탐지기 같은 것으로 묻힌 위치를 파악하고 있구요.{nl}일부는 그 위치에 가서 발굴 작업을 하고 있어요.{nl}도와주시는 거라면, 저쪽에 위치를 표시 해 둔 곳이 있으니 그곳을 조심히 파서 묻힌 물건을 좀 가져다 주세요.
QUEST_LV_0100_20151015_008349	Di sekitar terdapat banyak monster yang mengancam para anggota Merchant Alliance kami.{nl} Tolong kalahkan mereka.	그 주변에 저희 상단원들을 위협하는 몬스터들이 많아요.{nl}그것들도 좀 정리해 주세요.
QUEST_LV_0100_20151015_008350	Waspadalah.	조심하세요.
QUEST_LV_0100_20151015_008351	Kamu telah membawakannya dengan baik.	잘 가져 오셨네요.
QUEST_LV_0100_20151015_008352	Akhirnya tim eksplorasi melaporkan ada sesuatu yang terpendam disana.{nl}Maukah kamu coba pergi ke sana?{nl}Karena tim collector masih membutuhkan waktu untuk tiba di sana..	마침 발굴조가 저 쪽에 묻힌 것이 있다는 보고를 해 왔네요.{nl}가 봐 주시겠어요?{nl}아직 회수조가 그 쪽에 도착하려면 시간이 걸려서..
QUEST_LV_0100_20151015_008353	Itu, adalah catatan dari Merchant Alliance.{nl}Tersobek-sobek parah rupanya.{nl}Para monster yang membuatnya jadi seperti itu.{nl}Cepat berikan.	그건, 상단의 기록이군요.{nl}형편없이 찢어져 있네요.{nl}몬스터들이 그렇게 만들었겠죠.{nl}이리 주세요.
QUEST_LV_0100_20151015_008354	Ini, catatlah mengenai material panah yang ditawarkan Merchant Alliance di masa lalu kepada Lidia Sharpen dan First Fletcher Master yang merupakan pembuat panahnya.{nl}Karena sulit memulihkannya dengan kekuatanku. Simpanlah dengan baik, lalu pergilah ke kota untuk memulihkannya.	이건, 과거에 상단이 리디아 샤펜과 그의 화살제조자인 초대 플레처 마스터에게 제공하던 화살 재료에 관한 기록서예요.{nl}제 힘으로는 복원이 힘드니, 잘 보관했다가 도시에 가서 복원해 봐야겠네요.
QUEST_LV_0100_20151015_008355	Di atas sini pun sepertinya terdapat sesuatu.{nl}Tidak dapat diketahui dengan pasti dimana.{nl}Akan kuberikan detektor, kau cobalah mencarinya.	이 위쪽에도 무언가 있을 법 한데 말이죠.{nl}정확히 어딘지 알 수가 없어요.{nl}제가 탐지기를 드릴 테니 한 번 찾아 봐 주세요.
QUEST_LV_0100_20151015_008356	Setelah mengamati lokasi, cobalah menggali hati-hati di tempat itu.	위치 파악 뒤에 그 곳을 조심히 파 보세요.
QUEST_LV_0100_20151015_008357	Gunakanlah detektor sambil bergerak perlahan ke sebelah kiri.	위쪽으로 살짝씩 움직이면서 탐지기를 써 보세요.
QUEST_LV_0100_20151015_008358	Oh, Kamu menemukannya.	오, 찾아 오셨군요.
QUEST_LV_0100_20151015_008359	{nl}Mari kita lihat…	{nl}어디보자..
QUEST_LV_0100_20151015_008360	{nl}Ini adalah Mysterious Ink. {nl}Tinta rahasia yang digunakan untuk meninggalkan dokumen atau catatan penting.{nl}Ketika butuh untuk menyembunyikan catatan, diduga telah menggunakan tinta ini.	{nl}이건 신비한 잉크이네요. {nl}중요한 기록이나 문서를 남기기 위해 사용하던 비밀잉크죠.{nl}기록을 숨겨야 할 필요가 있을 때 이 잉크를 사용했을 거라고 예상하고 있죠.
QUEST_LV_0100_20151015_008361	{nl}Ah,Sekarang pekerjaan yang tersisa, akan dilakukan dengan cara kami.{nl}Yang kamu lakukan telah banyak membantu!	{nl}아, 이제 나머지 일들은 저희가 알아서 할게요.{nl}많은 도움이 되었어요!
QUEST_LV_0100_20151015_008362	Marzelius	마르젤리유스
QUEST_LV_0100_20151015_008363	Halo.{nl} Aku adalah Marcellius yang merupakan record keeper Kedoran Merchant Alliance.	안녕하세요.{nl}저는 케도라 상단 기록 조장 마르젤리유스라고 합니다.
QUEST_LV_0100_20151015_008364	{nl}Kamu datang setelah mendengar perkataan dari Leopoldas rupanya.{nl}Kalau begitu maukah kamu mengambil kembali educational material yang diambil oleh para monster?{nl}	{nl}레오폴다스의 말을 듣고 오셨군요.{nl}그러면 몬스터들이 훔쳐 간 신입 교육 자료들을 좀 되찾아와 주시겠어요?{nl}
QUEST_LV_0100_20151015_008365	Kamu sudah melihat  anggota baru yang dipimpin Leopoldas bukan?{nl}Material itu yang dibutuhkan untuk melatih para anggota itu.	레오폴다스가 관리하는 신입 단원들 보셨죠?{nl}그 신입 단원들을 교육하는 데 필요한 자료예요.
QUEST_LV_0100_20151015_008366	Jika mendapatkan kembali material yang ambil oleh para monster, aku bermaksud untuk membuat copy jilid demi mengatasi jumlah anggota baru yang meningkat ke depannya.	몬스터들이 훔쳐간 자료들을 되찾게 되면, 앞으로 신입들이 더 늘어날 것에 대비해서 필사본들을 더 만들 예정입니다.
QUEST_LV_0100_20151015_008367	Terima kasih sudah membantu kami.{nl} Kami sedang kekurangan orang.	도와주신다고 나서 주셔서 감사합니다.{nl}이쪽 일손이 많이 부족하거든요.
QUEST_LV_0100_20151015_008368	Sekarang kita harus menulis ulang catatan yang rusak... {nl} Tinta harus terbuat dari cairan monster yang bagus dan tahan lama.{nl} Aku akan memberikanmu perangkap untuk digunakan jadi tolong bawakan saya cairan monster.	이제 자료를 더 만들어야겠죠.{nl}몬스터의 체액으로 만든 잉크가 있으면 오래 가고 좋아요.{nl}제가 덫을 드릴 테니, 몬스터 체액을 구해 주세요.
QUEST_LV_0100_20151015_008369	Jika Kamu menempatkan perangkap di dekat monster, monster akan terpikat untuk ke perangkap dan jatuh pingsan.{nl} Kamu harus mengekstrak cairan monser disaat mereka masih hidup.	몬스터 가까이에 덫을 놓으세요.{nl}덫을 밟으면 몬스터는 기절 할 거고..{nl}아직 숨이 붙어 있을 그 때 체액을 뽑아내는 거죠.{nl}단, 저쪽 근처의 몬스터만 가지고 있어요.{nl}그 근처에서 덫을 사용하세요.
QUEST_LV_0100_20151015_008370	Hanya bisa didapat dari monster yang ada di arah sebelah sana dari Plaza.{nl} Gunakanlah perangkap di sekitar sana.	저 쪽 광장에 있는 몬스터에게서만 구할 수 있어요.{nl}그 근처에서 덫을 사용하세요.
QUEST_LV_0100_20151015_008371	Ini sudah cukup!{nl} Terima kasih banyak!	이정도면 충분한 양입니다!{nl}정말 감사합니다!
QUEST_LV_0100_20151015_008372	Sekarang dapat membuat monumen rupanya.{nl}	이제 비석을 만들 수 있겠군.{nl}여기에 한 번 만들어 보시오.{nl}내가 재료와 도구를 다시 줄 테니.
QUEST_LV_0100_20151015_008373	Kamu dapat membuatnya di sini.	이 옆에 만들면 되오.
QUEST_LV_0100_20151015_008374	Terima kasih atas kerja kerasmu.{nl} Mungkin Gierda yang ada di atas sana membutuhkan bantuan anda.	수고했소.{nl}아마 저 위쪽에 기에르다도 당신의 도움이 필요 할 게요.
QUEST_LV_0100_20151015_008375	Jika ingin membuat Scripture, kertas adalah penting tetapi pekerjaan menjilid juga penting.{nl} harus menggunakan tali yang kuat dan tidak mudah putus.{nl} Tali yang dibuat dari kulit monster itu bagus, tetapi sepertinya mudah rusak.{nl} Aku akan memberikan anvil kepadamu, cobalah membuat Leather Strap menjadi Binding Strap.	경전을 만들려면 종이도 중요하지만 제본 작업도 중요해요.{nl}잘 끊어지지 않는 끈으로 잘 묶어 줘야 돼요.{nl}몬스터의 가죽으로 만든 끈이 좋기는 한데, 짤막짤막해서 문제예요.{nl}제가 모루를 드릴 테니 가죽끈으로 제본용 끈을 만들어다 주시겠어요?
QUEST_LV_0100_20151015_008376	Cobalah dengarkan dengan baik.	잘 들으세요. 일단 몬스터에게서 가죽끈을 구한 다음에, 이 모루를 사용해서 가죽끈을 제본용 질긴 끈 뭉치로 만드는 거예요.{nl}짤막한 것들을 한 데 이어서 긴 제본용 끈을 만들어서 뭉쳐 주는 거죠.
QUEST_LV_0100_20151015_008377	Kembali ke saya bila Kamu telah selesai membuat string.	뭉치가 완성되면 돌아오세요.
QUEST_LV_0100_20151015_008378	Keren ya!{nl} Sekarang hanya tersisa pekerjaan yang harus kulakukan saja.{nl} Terima kasih telah membantu.	멋지네요!{nl}이제부터는 제가 할 일만 남았어요.{nl}도와주셔서 감사합니다.
QUEST_LV_0100_20151015_008379	Ahh.. Sekarang sudah beres! Sekarang harus pergi Fasika Plateau!{nl} hahaha!!	아아 이제 됐어! 이제 파사카 협곡으로 가야지!{nl}하하하!!
QUEST_LV_0100_20151015_008380	Ah sungguh..{nl}Sebenarnya tanda dari Nestopa dibuat sambil memulai pemisahan dengan Anastopa.{nl}	아 정말이지..{nl}사실 네스토스파의 표식은 아나스토스파와 갈리기 시작하면서 만들어진 거예요.{nl}
QUEST_LV_0100_20151015_008381	{nl}Antanas atau Giede yang ada di tempat ini sedang mendengarkan dengan baik, Kenapa saya mudah kehilangan konsentrasi ya..{nl}Bagaimanapun sekarang Nestopa akan pergi pilgrim ke Fasika Plateau untuk berkumpul lebih banyak lagi!{nl}Terima kasih!	{nl}이 곳의 안타나스나 기에드라는 멀쩡하게 잘 들고 있던데, 왜 저는 이렇게 잘 잃어버릴까요..{nl}어쨌든 이제 네스토스파가 더 많이 모여있는 파사카 협곡으로 순례 갈래요!{nl}감사했습니다!
QUEST_LV_0100_20151015_008382	Pill?{nl} Itu terdapat pada Equipment Merchant pastinya.	정?{nl}그건 장비상인에게 있을 겁니다.
QUEST_LV_0100_20151015_008383	Berhati-hatilah.	먼 길 조심하세요.
QUEST_LV_0100_20151015_008384	Ya. Pill yang telah dipesan, sudah disiapkan.{nl} Kalau begitu selamat jalan.	네. 주문해 두셨던 정은 준비해 두었습니다.{nl}그럼 안녕히 가세요.
QUEST_LV_0100_20151015_008385	Apakah kau telah mendapatkan Crystal.	정은 구하셨어요?
QUEST_LV_0100_20151015_008386	Oh, Kamu mendapatkannya semua.	오, 모두 구해왔구먼.
QUEST_LV_0100_20151015_008387	Cepatlah pergi.	어서 가 보시오.
QUEST_LV_0100_20151015_008388	Albinas	알비나스
QUEST_LV_0100_20151015_008389	Terima kasih telah menyelamatkanku!{nl}Aku adalah Albinas dari Anastopa.{nl}	구해주셔서 정말 감사합니다!{nl}전 아나스토스파의 알비나스라고 해요.{nl}
QUEST_LV_0100_20151015_008390	Ini adalah monumen yang didirikan oleh orang-orang Nestopa untuk Goddess.{nl}Seperti yang kamu lihat monumen telah tercemari, sehingga memanggil monster untuk datang berkumpul.{nl}	이건 네스토스파 사람들이 여신께 바친다며 세운 비석이에요.{nl}보시다시피 몬스터를 불러 모을 정도로 오염되어있죠.{nl}
QUEST_LV_0100_20151015_008391	Omong-omong apa yang Nestopa pikirkan hingga melakukan itu..{nl}lapangan tempat menghilangnya Goddess adalah Sanctuary, dan apakah guna dari semua monumen itu?{nl}	대체 네스토스파는 무슨 생각으로 저러는 건지..{nl}여신이 사라진 마당에 성소며 비석이 다 무슨 소용이겠어요?{nl}
QUEST_LV_0100_20151015_008392	Kau harus mencoba membuatnya, sehingga tahu dengan jelas hal itu akan terkotori.{nl}	만들어 봐야 저렇게 뻔히 오염될 것도 알 텐데 말이에요.{nl}
QUEST_LV_0100_20151015_008393	Di sisi lain kami Anastopa mengetahui kebenaran yang ada.{nl}Menyelamatkan orang yang ada di depan mata, dan menghabisi demon adalah prioritas kan.{nl}	반면에 저희 아나스토스파는 현실을 제대로 알고 있죠.{nl}사라진 여신보단 눈 앞에 있는 사람을 구하고 마족을 소탕하는게 우선이라는 것을요.{nl}
QUEST_LV_0100_20151015_008394	Bagaimana menurutmu?{nl}Walau artinya berbeda, bagaimana kalau kamu membantu kami jika berpikir sungguh penting menghabisi demon sampai ke akarnya.	당신은 어떻게 생각하세요?{nl}뜻은 달라도 마족을 뿌리뽑는 게 중요하다 생각하시면 저희롤 도와주시는 건 어떠신지요.
