QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.
QUEST_UNUSED_20151116_001386	Saya tidak dapat mengatakan bahwa para saudara yang hilang telah mati semuanya.{nl} Jika ingin mencari mereka, maka harus membereskan seluruh berhala Marnox.{nl} Maukah kamu untuk membereskan itu semua?	행방불명된 형제들이 모두 죽었다고 말할 순 없습니다.{nl}그들을 찾으려면 마르녹스의 우상을 모두 제거해야할 겁니다.{nl}그것들을 처리해 주실 수 있겠습니까?
QUEST_UNUSED_20151116_001387	Sudah pasti ada saudara-saudara yang masih selamat..	살아남은 형제들이 분명 있을 겁니다..
QUEST_UNUSED_20151116_001388	Terima kasih.{nl} Jika telah pulih dari luka, Aku akan segera pergi untuk mencari mereka.	감사합니다.{nl}부상에서 회복되면 바로 그들을 찾아 나서야겠습니다.
QUEST_UNUSED_20151116_001389	Tidak ada cara untuk mengetahui dimana para saudara  bersembunyi di Basement Prison yang luas seperti ini..{nl} Setelah pekerjaan ini selesai pun, pasti terdapat para Priest yang tidak dapat kembali pada keluarganya..{nl} Saya ingin menyampaikan benda yang dimiliki oleh para Priest kepada keluarga mereka.	형제들이 이 넓은 지하 감옥의 어디에 숨어있는지 알 방법이 없군요..{nl}이 일이 끝난 뒤에도 가족들에게 돌아가지 못 하는 사제들이 있을탠데..{nl}그들의 가족들에게 사제들이 사용하던 물품이라도 전달해주고 싶군요.
QUEST_UNUSED_20151116_001390	{nl} Banyak Priest yang telah menghilang di area 2.{nl} Bisakah kamu mencari tas milik mereka di tempat itu?	{nl}2번 지역에서 많은 사제들이 사라졌습니다.{nl}그 곳에서 그들의 가방을 찾아다 주실 수 있겠습니까?
QUEST_UNUSED_20151116_001391	Para pemilik dari tas yang ditemukan bukanlah orang hilang seluruhnya.{nl} Saya juga telah kehilangan tasku loh..	발견된 가방의 주인들이 모두 행방불명된건 아닙니다.{nl}저도 제 가방을 잃어버렸거든요..
QUEST_UNUSED_20151116_001392	Terima kasih. Tasku yang hilang pun telah ditemukan rupanya.{nl} Melihat jurnal yang tersisa di dalam tas mereka, sepertinya masi terdapat beberapa saudaraku yang masih selamat.{nl} Sebelum telat, aku harus mencari mereka semua.	감사합니다. 제 잃어버린 가방도 찾아주셨군요.{nl}그들이 가방 안에 남겨준 일지를 보니 살아 있는 형제들이 꽤 있는 것 같습니다.{nl}늦기 전에 그들을 찾아야겠군요.
QUEST_UNUSED_20151116_001393	Ketika harus membuang benda kotor, maka harus membungkusnya menggunakan sesuatu agar tidak mengotori tangan.{nl} Ketika Irma dan Bishop melarikan diri dari Marnox, berhalanya telah dihancurkan.{nl} tetapi pecahan yang tersisa itu masih ada dan berserakan dimana-mana.{nl} Jika sisa pecahan itu tidak dibereskan, maka mungkin suatu hari energi itu akan menyerang dan dapat menyulitkan kami ke depannya.	더러운 물건을 버릴땐 손이 더럽혀 지지 않게 뭔가로 감싸곤 하죠.{nl}이르마와 주교님이 마르녹스의 추격에서 도망칠때 그의 우상을 파괴하며 다녔어요.{nl}하지만 그 잔해들이 남아서 여기저기 흩어져있어요.{nl}그 잔해들을 처리하지 않으면 언제 그 기운이 엄습해서 우릴 곤란하게 할 지 몰라요.
QUEST_UNUSED_20151116_001394	{nl} Saya memiliki perban yang dibasahi Holy Water. Menggunakan ini pecahan maka pecahan tersisa dapat dibereskan dengan membungkusnya bukan?{nl} Jika membalut pecahan itu begitu saja maka pecahan itu akan menghilang secara alami karena kekuatan dari Holy Water.	{nl}제게 성수에 적신 붕대가 있습니다. 이걸로 그 잔해들을 감싸서 처리해주실 수 있으십니까?{nl}그냥 잔해에 덮으시면 성수의 힘 때문에 자연스럽게 잔해들이 사라져버릴 거에요.
QUEST_UNUSED_20151116_001395	Pekerjaan yang diselesaikan dengan tergesa-gesa biasanya akan menjadi masalah.	다급하게 처리한 일은 언제나 뒤탈을 일으키는 법이군요.
QUEST_UNUSED_20151116_001396	Hal yang kukhawatirkan telah berkurang satu rupanya.{nl} Tetapi ruang ini tidak akan mendapat masalah dari Demon beberapa waktu kedepan.	걱정거리가 하나 줄어들었군요.{nl}하지만 마족들이 어지럽혀둔 이 공간은 앞으로 적지 않은 시간을 공들여야 할 거에요.
QUEST_UNUSED_20151116_001397	Aku akan menyipakan sihir dengan ingatan jiwaku, maka kau pergilah ke arah Ataka Side Road.{nl} Bawalah apapun yang bisa kau bawa kemari.{nl}	난 영혼의 기억으로 마법을 준비할 테니 자네는 아타카 샛길 쪽으로 가 보게나.{nl}떼어낼 수 있는 건 닥치는 대로 가져오게.{nl}
QUEST_UNUSED_20151116_001398	Aku sudah melihat Magic Circle yang teraktifkan. Kau benar tidak apa-apa kan? {nl} Bagaimana jadinya dengan Eminent?{nl}	마법진들이 작동되는걸 봤어. 너 괜찮은 거 맞지? {nl}에미넌트는 어떻게 됐어?{nl}
QUEST_UNUSED_20151116_001399	Mungkin ruangan menyeramkan tirani yang kau tanyakan adalah.. {nl} Penjara yang dibuat pada jaman Kadumel. {nl}	네가 묻는 폭군이 벼려낸 참혹한 공간이라는 건 아마.. {nl}카듀멜 시대에 만들어진 감옥을 말하는 걸 거야. {nl}
QUEST_UNUSED_20151116_001400	Memperbaiki Magic Circle itu merupakan kewajiban dari Hix, tetapi karena ia terluka maka tidak ada pilihan lainnya.{nl} Ditambah lagi yang lainnya kelelahan karena rasa dingin.. Ingin rasanya meminjam kekuatan anda.	그 마법진을 보수하는 것이 힉스의 임무였소만, 부상을 입었으니 어쩔 도리가 없지 않겠소.{nl}게다가 다들 추위에 지쳐가니.. 당신의 힘을 빌리고 싶소.
QUEST_UNUSED_20151116_001401	Kamu berhasil melakukannya lebih baik dibandingkan kami para Hix.{nl} Karena sudah jadi seperti ini, Mohon bantuannya satu kali lagi.{nl}	우리 힉스보다 더 능숙하게 해내는군.{nl}이왕 이렇게 된 것, 한 번만 더 부탁하리다.{nl}
QUEST_UNUSED_20151116_001402	Maka itu, Bisakah kamu menghabisi Green Lepusbunny Assassins yang ada di Uzali Crossroads?{nl} Kulitnya sungguh hangat sekali.	그러니, 우즈알리 사거리의 초록 레푸스버니 암살자를 사냥해 주실 수 있을까요?{nl}털가죽이 아주 따스하거든요.
QUEST_UNUSED_20151116_001403	Ketika sedang kembali membawa surat, saya bertemu dengan sekumpulan monster.{nl} Kondisi saya sepertinya akan segera membaik setelah istirahat sebentar, Tetapi surat ini sedikit mendesak..{nl}	서신을 가지고 복귀하던 도중 몬스터 무리를 만났죠.{nl}조금만 쉬면 금방 움직일 수 있을 것 같은데, 이 서신은 좀 급한 거라서요..{nl}
QUEST_UNUSED_20151116_001404	Monster yang bernama Blue Siaulav Mage di sekitar sini, berkeliling membawa makanan darurat.{nl} Tuan Horas memberitahukan bahwa itu cukup layak dimakan diluar dugaan. Tolong dapatkanlah itu.	이 근처의 푸른 샤울라브 메이지라는 몬스터들은 저들 먹을 비상식량을 챙겨 다닙니다.{nl}의외로 제법 먹을 만 하다고 호라스님께서 알려주셨죠. 그것이라도 구해 주십시오.
QUEST_UNUSED_20151116_001405	Ini adalah situasi yang aneh, tetapi kalau bukan mereka saya pasti sudah kelaparan berat.{nl} Disini sangat dingin, sehingga selain kentang yang lain tidak dapat tumbuh.	이상한 상황이긴 합니다만, 녀석들이 아니었으면 쫄쫄 굶었을 겁니다.{nl}여긴 너무 추워서 감자 말곤 아무것도 자라지 않거든요.
QUEST_UNUSED_20151116_001406	Pertama-tama panas itu harus dibereskan terlebih dahulu.{nl} Dulu tuan Horas berkata bahwa Blue Lapasape Mushroom dapat menurunkan panas, mari kita coba.	우선은 저 열부터 해결해야 할 것 같습니다.{nl}예전에 호라스님께서 푸른 라프세이프의 버섯이 열을 내린다 하셨으니 시험해 보지요.
QUEST_UNUSED_20151116_001407	Sejauh ini kulihat kau memiliki kemampuan yang bagus sebagai Swordman.{nl} Apakah kamu tidak ada kepikiran untuk pergi ke tingkatan lebih tinggi?	보아하니 자네도 나름 소드맨으로서 실력을 쌓은 모양이군.{nl}더 높은 경지로 가볼 생각은 없는가?
QUEST_UNUSED_20151116_001408	Pertama-tama tolong perlihatkan kemampuanmu.{nl} Tolong habisi Lapflammer dan Lapeman masing-masing 10 ekor di Paupys Crossing.	일단 자네의 실력을 보여주게.{nl}파우피스 나루에서 라플래머와 라페먼을 각각 10마리 씩 해치우고 오게나.
QUEST_UNUSED_20151116_001409	Jika sudah memiliki banyak pengalaman berlatih, ini bukanlah tugas yang sulit.	꾸준히 훈련을 쌓아 왔다면 어려운 과제는 아닐 것일세.
QUEST_UNUSED_20151116_001410	Terima kasih banyak ya.{nl} Kamu terlihat memiliki kelayakan untuk melanjutkan tahapan berikutnya.	수고했네.{nl}자네라면 다음 단계로 나갈 자격이 충분해 보이는군.
QUEST_UNUSED_20151116_001411	Apakah kamu adalah orang yang akan berjalan di jalan Highlander?{nl} Jika begitu, maka kamu harus lulus menjalani sedikit Tes.{nl} Saya tidak ada waktu untuk mereka yang tidak memiliki kriteria.	하이랜더의 길을 걸으시려는 분이 당신이신가요?{nl}그렇다면 약간의 시험을 통과하셔야 합니다.{nl}소질없는 자에게 허비할 시간은 없거든요.
QUEST_UNUSED_20151116_001412	Senjata utama utama Highlander adalah Two Handed Sword. Butuh kekuatan untuk mengangkat pedang itu sebagai ganti atas kekuatan yang kuat.{nl} Cobalah serang pasukan latihan pedang di sekitar, dan akan kuperhatikan seberapa kuatnya kekuatan anda.	하이랜더의 주무기는 양손검입니다. 강력한 대신 그만큼 검을 들 힘이 필요하지요.{nl}근처의 검 연습대를 공격해서 당신의 힘이 어느 정도 수준인지 가늠해 보겠습니다.
QUEST_UNUSED_20151116_001413	Cobalah serang pasukan latihan pedang di sekitar saya.{nl} Sehingg saya bisa memberikan penilaian.	제 근처의 검 연습대를 공격해보세요.{nl}판가름은 제가 하겠습니다.
QUEST_UNUSED_20151116_001414	Hmm... Jika dengan kemampuan itu, sepertinya tidak akan ada masalah besar ya.{nl} Jika kamu berhasil lulus akan satu tes lagi, maka akan kuajarkan teknik dari Highlander.	흠... 그 정도시라면 크게 무리는 없을 듯 하군요.{nl}하나의 시험만 더 통과하신다면 하이랜더의 기술을 전수해 드리지요.
QUEST_UNUSED_20151116_001415	Kekuatan fisik yang kamu miliki terlihat cukup rupanya.{nl} Sekarang Aku akan coba memeriksa seberapa baik kekuatan itu dapat digunakan.	가지고 계신 완력은 충분해 보이는군요.{nl}이제 그 힘을 얼마나 잘 사용하실 수 있는지 확인해보겠습니다.
QUEST_UNUSED_20151116_001416	Dengan kemampuan selevel anda, maka sepertinya tidak sulit untuk menghadapai Lapflammer yang ada di Paupys Crossing.{nl} Bunuhlah 10 ekor dari mereka, dan akan kubukakan jalan Highlander jika kamu kembali.	당신의 수준이라면 파우피스 나루의 라플래머 정도는 어렵지 않을 것 같군요.{nl}녀석들을 10마리 사냥하고 돌아오시면 하이랜더의 길을 열어 드리겠습니다.
QUEST_UNUSED_20151116_001417	Kembalilah setelah membunuh lapflammer di Paupys Crossing.	파우피스 나루의 라플래머를 처치하고 오세요.
QUEST_UNUSED_20151116_001418	Sepertinya kamu tidak akan mengotori reputasi dari Highlander.{nl} Ayah saya yang merupakan masterpun pasti akan berpendapat sama.{nl} Akan kuturunkan teknik milik Highlander kepada kamu menggantikan Master.	당신이라면 하이랜더의 명성을 더럽히지 않을 것 같군요.{nl}마스터이신 제 아버지도 저와 같은 의견이실 겁니다.{nl}마스터를 대신하여 당신에게 하이랜더의 기술을 전수하겠습니다.
QUEST_UNUSED_20151116_001419	Apakah kamu ingin menjadi Peltasta? Pilihan yang bijaksana.{nl} Pertama-tama akan kutanyakan satu hal. Apakah kamu membenci Demon?	펠타스타가 되고 싶으십니까? 현명한 선택입니다.{nl}우선 하나만 묻죠. 마족을 증오하십니까?
QUEST_UNUSED_20151116_001420	Bagus. Syarat yang paling dasar telah terpenuhi.{nl} Kami Peltasta adalah class yang menghadapi musuh dengan menggunakan perisai secara aktif.{nl} Maka dari itu harus memiliki pengertian dasar mengenai perisai.	좋습니다. 가장 기본적인 요건은 충족되었군요.{nl}우리 펠타스타는 방패를 적극적으로 사용해 적을 상대하는 클래스입니다.{nl}따라서 방패에 대한 기본적인 이해가 있어야겠지요.
QUEST_UNUSED_20151116_001421	Aku akan meminta tolong kepada kamu untuk mencari material yang layak dijadikan perisai.{nl} Bawakanlah Metal Part yang bisa didapat dari Lapeman di Paupys Crossing.{nl} Lalu pada tempat kerja terpojok di area yang sana, tolong kumpulkanlah material kayu yang  tidak basah.	당신에게 방패에 쓸만한 재료를 부탁드리겠습니다.{nl}파우피스 나루의 라페먼으로부터 얻을 수 있는 쇠장식을 가져오세요.{nl}그리고 같은 지역의 외딴 작업장에서 젖지 않은 목재를 모아 오시기 바랍니다.
QUEST_UNUSED_20151116_001422	Metal Part Lapeman adalah sebagai alternatif molding untuk shield, dan kayu adalah untuk membuat bagian utama tameng.{nl} Keduanya bisa didapatkan di Paupys Crossing.	라페먼의 쇠장식은 방패의 틀 대용으로, 나무는 방패의 몸체를 만들기 위함입니다.{nl}둘 다 파우피스 나루에서 얻으실 수 있습니다.
QUEST_UNUSED_20151116_001423	Terima kasih banyak.{nl} nantinya, cobalah membuat secara langsung shield untuk diri sendiri dengan mengumpulkan material.	수고하셨습니다.{nl}추후 재료를 모아 자신만의 방패를 직접 만들어보시기 바랍니다.
QUEST_UNUSED_20151116_001424	Selamat atas keberhasilannya menjadi Peltasta.{nl} Mari bersemangat untuk menghabisi para Demon bersama, sampai tidak tersisa!	펠타스타 동지가 되신 것을 환영합니다.{nl}함께 마족들을 한 놈도 남김없이 물리칠 때까지 힘냅시다!
QUEST_UNUSED_20151116_001425	Bertemu dengan saudara saudari baru selalu menjadi pekerjaan yang menyenangkan kapanpun itu.{nl} Maukah kamu membantu para penduduk di tempat ini bersama saya?	새로운 형제자매를 뵙는 것은 언제나 기쁜 일이지요.{nl}부디 저와 함께 이곳 주민들을 도와주실 수 있을까요?
QUEST_UNUSED_20151116_001426	Para Lape di Woods of the Linked Bridges, merupakan masalah besar karena sepertinya terus memberikan kerusakan bagi para penduduk di sekitar.{nl} Sebenarnya aku ingin pergi langsung untuk menghukum mereka itu.{nl} Tetapi Rozalia... Master berkata meminta saya untuk jangan meninggalkan Orsha.	덧댄다리 숲의 라페들이 인근 주민들에게 계속적으로 피해를 주는 것 같아 큰일이에요.{nl}사실 제가 직접 녀석들을 혼내주고 싶어요.{nl}하지만 로잘리야... 마스터께서 제게 오르샤를 벗어나지 말라고 신신당부를 하셨지 뭐에요.
QUEST_UNUSED_20151116_001427	Tolong gantikan saya untuk memberi pelajaran kepada para Lapezard dan Lapemiter.	제 대신 라페자드와 라페마이터녀석들의 버릇을 단단히 고쳐주고 오세요.
QUEST_UNUSED_20151116_001428	Saya hanya menjalankan misi penting yang didapat dari Master.{nl} Bukanlah berarti saya iri karena tidak dapat berpetualang seperti anda!	저는 마스터로부터 받은 중요한 임무를 수행할 뿐입니다.{nl}딱히 당신처럼 여행을 다니지 못하는 게 부러운 건 아니에요!
QUEST_UNUSED_20151116_001429	Apakah kamu telah menyelesaikan misi tersebut?{nl} Sepertinya kamu bisa berubah menjadi Cleric dengan tingkatan lebih tinggi.	임무는 완수 하셨나요?{nl}당신이라면 보다 깊은 단계의 클레릭으로 거듭날 수 있을 것 같네요.
QUEST_UNUSED_20151116_001430	Kami selalu menyambut saudara baru yang ingin berjalan di jalan Krivi.{nl} Saya adalah Mellinda, orang yang bertindak sebagai Master di tempat ini.{nl} Untuk mengetahui apakah kamu layak untuk menjadi Krivi, maukah kamu menjalankan beberapa tes?	크리비의 길을 걸으시려는 형제자매님은 언제나 환영합니다.{nl}저는 이 곳에서 마스터를 대행하고 있는 멀린다라고 합니다.{nl}그대가 크리비에 적합한지를 판단하기 위해 간단한 시험을 해 볼텐데 괜찮으시겠습니까?
QUEST_UNUSED_20151116_001431	Bagus. Ujiannya sederhana.{nl} Terimalah Crystal Gem ini.	좋습니다. 시험은 간단합니다.{nl}이 수정보석을 받으세요.
QUEST_UNUSED_20151116_001432	Ini adalah Jewel yang menyimpan kekuatan Sacred Fire dengan menyerap vitalitas monster disini.{nl} Isilah energi pada Jewel ini dengan berburu monster yang ada diluar kota.	이것은 몬스터의 생명력을 흡수해 성화의 기운으로 간직하는 보석입니다.{nl}도시 밖에서 몬스터를 사냥해 보석에 기운을 채우도록 하세요.
